ZIP Code,Duration Buyers,city,state_id,,Zip Code,CPL Payouts,city,state_id,,,Zip Code,Duraiton no GMB allowed,city,state_id
08873,$14.18,Somerset,NJ,,,,#N/A,#N/A,,,07092,$11.00,Mountainside,NJ
08879,$14.18,South Amboy,NJ,,,,#N/A,#N/A,,,07095,$11.00,Woodbridge,NJ
10462,$14.18,Bronx,NY,,,,#N/A,#N/A,,,07202,$11.00,Elizabeth,NJ
10465,$14.18,Bronx,NY,,,,#N/A,#N/A,,,07203,$11.00,Roselle,NJ
10466,$14.18,Bronx,NY,,,,#N/A,#N/A,,,07204,$11.00,Roselle Park,NJ
10467,$14.18,Bronx,NY,,,,#N/A,#N/A,,,07205,$11.00,Hillside,NJ
10472,$14.18,Bronx,NY,,,,#N/A,#N/A,,,07206,$11.00,Elizabethport,NJ
10504,$14.18,Armonk,NY,,,,#N/A,#N/A,,,07207,$11.00,Elizabethport,NJ
10528,$14.18,Harrison,NY,,,,#N/A,#N/A,,,07208,$11.00,Elizabeth,NJ
10562,$14.18,Ossining,NY,,,,#N/A,#N/A,,,07763,$11.00,Spring Lake,NJ
10570,$14.18,Pleasantville,NY,,,,#N/A,#N/A,,,07765,$11.00,West Long Branch,NJ
10598,$14.18,Yorktown Heights,NY,,,,#N/A,#N/A,,,07922,$11.00,Berkeley Heights,NJ
10603,$14.18,White Plains,NY,,,,#N/A,#N/A,,,07974,$11.00,New Providence,NJ
10704,$14.18,Yonkers,NY,,,,#N/A,#N/A,,,08805,$11.00,Bound Brook,NJ
10803,$14.18,Pelham,NY,,,,#N/A,#N/A,,,08810,$11.00,Dayton,NJ
11010,$14.18,Franklin Square,NY,,,,#N/A,#N/A,,,08812,$11.00,Dunellen,NJ
11030,$14.18,Manhasset,NY,,,,#N/A,#N/A,,,08816,$11.00,East Brunswick,NJ
11040,$14.18,New Hyde Park,NY,,,,#N/A,#N/A,,,08817,$11.00,Edison,NJ
11203,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08818,$11.00,Edison,NJ
11206,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08820,$11.00,Edison,NJ
11207,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08823,$11.00,Franklin Park,NJ
11210,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08824,$11.00,Kendall Park,NJ
11213,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08828,$11.00,Helmetta,NJ
11216,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08830,$11.00,Iselin,NJ
11218,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08831,$11.00,Monroe Township,NJ
11220,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08832,$11.00,Keasbey,NJ
11224,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08835,$11.00,Manville,NJ
11226,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08836,$11.00,Martinsville,NJ
11233,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08837,$11.00,Edison,NJ
11234,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08840,$11.00,Metuchen,NJ
11235,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08846,$11.00,Middlesex,NJ
11236,$14.18,Brooklyn,NY,,,,#N/A,#N/A,,,08850,$11.00,Milltown,NJ
11354,$14.18,Flushing,NY,,,,#N/A,#N/A,,,08852,$11.00,Monmouth Junction,NJ
11360,$14.18,Bayside,NY,,,,#N/A,#N/A,,,08854,$11.00,Piscataway,NJ
11361,$14.18,Bayside,NY,,,,#N/A,#N/A,,,08855,$11.00,Piscataway,NJ
11364,$14.18,Oakland Gardens,NY,,,,#N/A,#N/A,,,08857,$11.00,Old Bridge,NJ
11369,$14.18,East Elmhurst,NY,,,,#N/A,#N/A,,,08859,$11.00,Parlin,NJ
11374,$14.18,Rego Park,NY,,,,#N/A,#N/A,,,08861,$11.00,Perth Amboy,NJ
11375,$14.18,Forest Hills,NY,,,,#N/A,#N/A,,,08862,$11.00,Perth Amboy,NJ
11377,$14.18,Woodside,NY,,,,#N/A,#N/A,,,08863,$11.00,Fords,NJ
11412,$14.18,Saint Albans,NY,,,,#N/A,#N/A,,,08871,$11.00,Raritan,NJ
11414,$14.18,Howard Beach,NY,,,,#N/A,#N/A,,,08872,$11.00,Sayreville,NJ
11423,$14.18,Hollis,NY,,,,#N/A,#N/A,,,08873,$11.00,Somerset,NJ
11432,$14.18,Jamaica,NY,,,,#N/A,#N/A,,,08875,$11.00,Somerset,NJ
11433,$14.18,Jamaica,NY,,,,#N/A,#N/A,,,08880,$11.00,South Bound Brook,NJ
11435,$14.18,Jamaica,NY,,,,#N/A,#N/A,,,08882,$11.00,South River,NJ
11510,$14.18,Baldwin,NY,,,,#N/A,#N/A,,,08884,$11.00,Spotswood,NJ
11520,$14.18,Freeport,NY,,,,#N/A,#N/A,,,08890,$11.00,Zarephath,NJ
11530,$14.18,Garden City,NY,,,,#N/A,#N/A,,,08899,$11.00,Zarephath,NJ
11550,$14.18,Hempstead,NY,,,,#N/A,#N/A,,,08901,$11.00,New Brunswick,NJ
11554,$14.18,East Meadow,NY,,,,#N/A,#N/A,,,08902,$11.00,North Brunswick,NJ
11566,$14.18,Merrick,NY,,,,#N/A,#N/A,,,08903,$11.00,North Brunswick,NJ
11575,$14.18,Roosevelt,NY,,,,#N/A,#N/A,,,08904,$11.00,Highland Park,NJ
11577,$14.18,Roslyn Heights,NY,,,,#N/A,#N/A,,,08906,$11.00,Highland Park,NJ
11590,$14.18,Westbury,NY,,,,#N/A,#N/A,,,08933,$11.00,Highland Park,NJ
11596,$14.18,Williston Park,NY,,,,#N/A,#N/A,,,08989,$11.00,Highland Park,NJ
11704,$14.18,West Babylon,NY,,,,#N/A,#N/A,,,10311,$11.00,Staten Island,NY
11706,$14.18,Bay Shore,NY,,,,#N/A,#N/A,,,10313,$11,Staten Island,NY
11715,$14.18,Blue Point,NY,,,,#N/A,#N/A,,,11001,$11.00,Floral Park,NY
11717,$14.18,Brentwood,NY,,,,#N/A,#N/A,,,11003,$11.00,Elmont,NY
11720,$14.18,Centereach,NY,,,,#N/A,#N/A,,,11004,$11.00,Glen Oaks,NY
11722,$14.18,Central Islip,NY,,,,#N/A,#N/A,,,11005,$11.00,Floral Park,NY
11725,$14.18,Commack,NY,,,,#N/A,#N/A,,,11096,$11.00,Inwood,NY
11726,$14.18,Copiague,NY,,,,#N/A,#N/A,,,11351,$11.00,Brooklyn,NY
11729,$14.18,Deer Park,NY,,,,#N/A,#N/A,,,11352,$11,Brooklyn,NY
11730,$14.18,East Islip,NY,,,,#N/A,#N/A,,,11357,$11.00,Whitestone,NY
11731,$14.18,East Northport,NY,,,,#N/A,#N/A,,,11358,$11.00,Flushing,NY
11735,$14.18,Farmingdale,NY,,,,#N/A,#N/A,,,11360,$11.00,Bayside,NY
11741,$14.18,Holbrook,NY,,,,#N/A,#N/A,,,11361,$11.00,Bayside,NY
11743,$14.18,Huntington,NY,,,,#N/A,#N/A,,,11362,$11.00,Little Neck,NY
11751,$14.18,Islip,NY,,,,#N/A,#N/A,,,11363,$11.00,Little Neck,NY
11754,$14.18,Kings Park,NY,,,,#N/A,#N/A,,,11364,$11.00,Oakland Gardens,NY
11755,$14.18,Lake Grove,NY,,,,#N/A,#N/A,,,11365,$11.00,Fresh Meadows,NY
11756,$14.18,Levittown,NY,,,,#N/A,#N/A,,,11380,$11.00,Middle Village,NY
11757,$14.18,Lindenhurst,NY,,,,#N/A,#N/A,,,11386,$11.00,Ridgewood,NY
11758,$14.18,Massapequa,NY,,,,#N/A,#N/A,,,11405,$11,Ridgewood,NY
11762,$14.18,Massapequa Park,NY,,,,#N/A,#N/A,,,11411,$11.00,Cambria Heights,NY
11767,$14.18,Nesconset,NY,,,,#N/A,#N/A,,,11413,$11.00,Springfield Gardens,NY
11768,$14.18,Northport,NY,,,,#N/A,#N/A,,,11422,$11.00,Rosedale,NY
11771,$14.18,Oyster Bay,NY,,,,#N/A,#N/A,,,11424,$11.00,Jamaica,NY
11772,$14.18,Patchogue,NY,,,,#N/A,#N/A,,,11425,$11,Jamaica,NY
11776,$14.18,Port Jefferson Station,NY,,,,#N/A,#N/A,,,11426,$11.00,Bellerose,NY
11779,$14.18,Ronkonkoma,NY,,,,#N/A,#N/A,,,11427,$11.00,Queens Village,NY
11780,$14.18,Saint James,NY,,,,#N/A,#N/A,,,11428,$11.00,Queens Village,NY
11782,$14.18,Sayville,NY,,,,#N/A,#N/A,,,11429,$11.00,Queens Village,NY
11787,$14.18,Smithtown,NY,,,,#N/A,#N/A,,,11431,$11,Jamaica,NY
11788,$14.18,Hauppauge,NY,,,,#N/A,#N/A,,,11437,$11,Jamaica,NY
11790,$14.18,Stony Brook,NY,,,,#N/A,#N/A,,,11439,$11,Jamaica,NY
11793,$14.18,Wantagh,NY,,,,#N/A,#N/A,,,11451,$11,Jamaica,NY
11795,$14.18,West Islip,NY,,,,#N/A,#N/A,,,11499,$11,Jamaica,NY
15084,$14.18,Tarentum,PA,,,,#N/A,#N/A,,,11531,$11,Garden City,NY
15090,$14.18,Wexford,PA,,,,#N/A,#N/A,,,11549,$11,Hempstead,NY
16056,$14.18,Saxonburg,PA,,,,#N/A,#N/A,,,11551,$11,Hempstead,NY
16063,$14.18,Zelienople,PA,,,,#N/A,#N/A,,,11555,$11,East Meadow,NY
16066,$14.18,Cranberry Township,PA,,,,#N/A,#N/A,,,11556,$11,Uniondale,NY
22043,$14.18,Falls Church,VA,,,,#N/A,#N/A,,,11571,$11,Rockville Centre,NY
27330,$14.18,Sanford,NC,,,,#N/A,#N/A,,,11582,$11,Valley Stream,NY
27332,$14.18,Sanford,NC,,,,#N/A,#N/A,,,11599,$11,Woodmere,NY
27344,$14.18,Siler City,NC,,,,#N/A,#N/A,,,11690,$11.00,Woodmere,NY
27502,$14.18,Apex,NC,,,,#N/A,#N/A,,,11692,$11.00,Arverne,NY
27513,$14.18,Cary,NC,,,,#N/A,#N/A,,,11693,$11.00,Far Rockaway,NY
27518,$14.18,Cary,NC,,,,#N/A,#N/A,,,11694,$11.00,Rockaway Park,NY
27519,$14.18,Cary,NC,,,,#N/A,#N/A,,,11695,$11,Rockaway Park,NY
27546,$14.18,Lillington,NC,,,,#N/A,#N/A,,,11737,$11,Farmingdale,NY
27560,$14.18,Morrisville,NC,,,,#N/A,#N/A,,,11773,$11,Patchogue,NY
27591,$14.18,Wendell,NC,,,,#N/A,#N/A,,,11775,$11,Patchogue,NY
27607,$14.18,Raleigh,NC,,,,#N/A,#N/A,,,11802,$11,Hicksville,NY
27615,$14.18,Raleigh,NC,,,,#N/A,#N/A,,,11815,$11,Old Bethpage,NY
27617,$14.18,Raleigh,NC,,,,#N/A,#N/A,,,11853,$11,Old Bethpage,NY
27701,$14.18,Durham,NC,,,,#N/A,#N/A,,,07746,$11.00,Marlboro,NJ
27704,$14.18,Durham,NC,,,,#N/A,#N/A,,,07747,$11.00,Matawan,NJ
27712,$14.18,Durham,NC,,,,#N/A,#N/A,,,07751,$11.00,Morganville,NJ
27713,$14.18,Durham,NC,,,,#N/A,#N/A,,,08879,$11.00,South Amboy,NJ
28012,$14.18,Belmont,NC,,,,#N/A,#N/A,,,10041,$11.00,New York,NY
28326,$14.18,Cameron,NC,,,,#N/A,#N/A,,,10044,$11.00,New York,NY
28327,$14.18,Carthage,NC,,,,#N/A,#N/A,,,10116,$11.00,New York,NY
28394,$14.18,Vass,NC,,,,#N/A,#N/A,,,10118,$11.00,New York,NY
30008,$14.18,Marietta,GA,,,,#N/A,#N/A,,,10119,$11.00,New York,NY
30040,$14.18,Cumming,GA,,,,#N/A,#N/A,,,10128,$11.00,New York,NY
30041,$14.18,Cumming,GA,,,,#N/A,#N/A,,,10069,$11.00,New York,NY
30044,$14.18,Lawrenceville,GA,,,,#N/A,#N/A,,,10002,$11.00,New York,NY
30047,$14.18,Lilburn,GA,,,,#N/A,#N/A,,,10003,$11.00,New York,NY
30305,$14.18,Atlanta,GA,,,,#N/A,#N/A,,,10004,$11.00,New York,NY
30328,$14.18,Atlanta,GA,,,,#N/A,#N/A,,,10005,$11.00,New York,NY
30342,$14.18,Atlanta,GA,,,,#N/A,#N/A,,,10006,$11.00,New York,NY
30507,$14.18,Gainesville,GA,,,,#N/A,#N/A,,,10007,$11.00,New York,NY
30542,$14.18,Flowery Branch,GA,,,,#N/A,#N/A,,,10009,$11.00,New York,NY
32208,$14.18,Jacksonville,FL,,,,#N/A,#N/A,,,10010,$11.00,New York,NY
32209,$14.18,Jacksonville,FL,,,,#N/A,#N/A,,,10011,$11.00,New York,NY
32218,$14.18,Jacksonville,FL,,,,#N/A,#N/A,,,10012,$11.00,New York,NY
32713,$14.18,Debary,FL,,,,#N/A,#N/A,,,10013,$11.00,New York,NY
32720,$14.18,Deland,FL,,,,#N/A,#N/A,,,10014,$11.00,New York,NY
32724,$14.18,Deland,FL,,,,#N/A,#N/A,,,10016,$11.00,New York,NY
32725,$14.18,Deltona,FL,,,,#N/A,#N/A,,,10017,$11.00,New York,NY
32776,$14.18,Sorrento,FL,,,,#N/A,#N/A,,,10018,$11.00,New York,NY
32798,$14.18,Zellwood,FL,,,,#N/A,#N/A,,,10019,$11.00,New York,NY
32837,$14.18,Orlando,FL,,,,#N/A,#N/A,,,10020,$11.00,New York,NY
32905,$14.18,Palm Bay,FL,,,,#N/A,#N/A,,,10021,$11.00,New York,NY
32907,$14.18,Palm Bay,FL,,,,#N/A,#N/A,,,10022,$11.00,New York,NY
32909,$14.18,Palm Bay,FL,,,,#N/A,#N/A,,,10023,$11.00,New York,NY
32937,$14.18,Satellite Beach,FL,,,,#N/A,#N/A,,,10024,$11.00,New York,NY
32958,$14.18,Sebastian,FL,,,,#N/A,#N/A,,,10025,$11.00,New York,NY
32960,$14.18,Vero Beach,FL,,,,#N/A,#N/A,,,10026,$11.00,New York,NY
32962,$14.18,Vero Beach,FL,,,,#N/A,#N/A,,,10027,$11.00,New York,NY
32966,$14.18,Vero Beach,FL,,,,#N/A,#N/A,,,10028,$11.00,New York,NY
32967,$14.18,Vero Beach,FL,,,,#N/A,#N/A,,,10029,$11.00,New York,NY
32976,$14.18,Sebastian,FL,,,,#N/A,#N/A,,,10030,$11.00,New York,NY
33130,$14.18,Miami,FL,,,,#N/A,#N/A,,,10031,$11.00,New York,NY
33449,$14.18,Lake Worth,FL,,,,#N/A,#N/A,,,10032,$11.00,New York,NY
33712,$14.18,Saint Petersburg,FL,,,,#N/A,#N/A,,,10033,$11.00,New York,NY
33781,$14.18,Pinellas Park,FL,,,,#N/A,#N/A,,,10034,$11.00,New York,NY
33801,$14.18,Lakeland,FL,,,,#N/A,#N/A,,,10035,$11.00,New York,NY
33805,$14.18,Lakeland,FL,,,,#N/A,#N/A,,,10036,$11.00,New York,NY
33810,$14.18,Lakeland,FL,,,,#N/A,#N/A,,,10037,$11.00,New York,NY
33811,$14.18,Lakeland,FL,,,,#N/A,#N/A,,,11103,$11.00,Astoria,NY
33812,$14.18,Lakeland,FL,,,,#N/A,#N/A,,,11104,$11.00,Sunnyside,NY
33813,$14.18,Lakeland,FL,,,,#N/A,#N/A,,,11105,$11.00,Astoria,NY
33815,$14.18,Lakeland,FL,,,,#N/A,#N/A,,,11106,$11.00,Astoria,NY
33860,$14.18,Mulberry,FL,,,,#N/A,#N/A,,,11109,$11.00,Long Island City,NY
33881,$14.18,Winter Haven,FL,,,,#N/A,#N/A,,,11202,$11.00,Brooklyn,NY
34120,$14.18,Naples,FL,,,,#N/A,#N/A,,,11203,$11.00,Brooklyn,NY
34695,$14.18,Safety Harbor,FL,,,,#N/A,#N/A,,,11204,$11.00,Brooklyn,NY
37013,$14.18,Antioch,TN,,,,#N/A,#N/A,,,11205,$11.00,Brooklyn,NY
37076,$14.18,Hermitage,TN,,,,#N/A,#N/A,,,11206,$11.00,Brooklyn,NY
37122,$14.18,Mount Juliet,TN,,,,#N/A,#N/A,,,11207,$11.00,Brooklyn,NY
41094,$14.18,Walton,KY,,,,#N/A,#N/A,,,11208,$11.00,Brooklyn,NY
46011,$14.18,Anderson,IN,,,,#N/A,#N/A,,,11209,$11.00,Brooklyn,NY
46016,$14.18,Anderson,IN,,,,#N/A,#N/A,,,11210,$11.00,Brooklyn,NY
46032,$14.18,Carmel,IN,,,,#N/A,#N/A,,,11211,$11.00,Brooklyn,NY
46033,$14.18,Carmel,IN,,,,#N/A,#N/A,,,11212,$11.00,Brooklyn,NY
46040,$14.18,Fortville,IN,,,,#N/A,#N/A,,,11213,$11.00,Brooklyn,NY
46055,$14.18,Mccordsville,IN,,,,#N/A,#N/A,,,11214,$11.00,Brooklyn,NY
46074,$14.18,Westfield,IN,,,,#N/A,#N/A,,,11215,$11.00,Brooklyn,NY
46107,$14.18,Beech Grove,IN,,,,#N/A,#N/A,,,11216,$11.00,Brooklyn,NY
46131,$14.18,Franklin,IN,,,,#N/A,#N/A,,,11217,$11.00,Brooklyn,NY
46143,$14.18,Greenwood,IN,,,,#N/A,#N/A,,,11218,$11.00,Brooklyn,NY
46201,$14.18,Indianapolis,IN,,,,#N/A,#N/A,,,11219,$11.00,Brooklyn,NY
46226,$14.18,Indianapolis,IN,,,,#N/A,#N/A,,,11220,$11.00,Brooklyn,NY
46282,$14.18,Indianapolis,IN,,,,#N/A,#N/A,,,11221,$11.00,Brooklyn,NY
47201,$14.18,Columbus,IN,,,,#N/A,#N/A,,,11224,$11.00,Brooklyn,NY
47302,$14.18,Muncie,IN,,,,#N/A,#N/A,,,11225,$11.00,Brooklyn,NY
60423,$14.18,Frankfort,IL,,,,#N/A,#N/A,,,11226,$11.00,Brooklyn,NY
60426,$14.18,Harvey,IL,,,,#N/A,#N/A,,,11228,$11.00,Brooklyn,NY
60445,$14.18,Midlothian,IL,,,,#N/A,#N/A,,,11229,$11.00,Brooklyn,NY
60452,$14.18,Oak Forest,IL,,,,#N/A,#N/A,,,11230,$11.00,Brooklyn,NY
60453,$14.18,Oak Lawn,IL,,,,#N/A,#N/A,,,11231,$11.00,Brooklyn,NY
60462,$14.18,Orland Park,IL,,,,#N/A,#N/A,,,11232,$11.00,Brooklyn,NY
60478,$14.18,Country Club Hills,IL,,,,#N/A,#N/A,,,11233,$11.00,Brooklyn,NY
60513,$14.18,Brookfield,IL,,,,#N/A,#N/A,,,11234,$11.00,Brooklyn,NY
60521,$14.18,Hinsdale,IL,,,,#N/A,#N/A,,,11235,$11.00,Brooklyn,NY
75042,$14.18,Garland,TX,,,,#N/A,#N/A,,,11236,$11.00,Brooklyn,NY
76117,$14.18,Haltom City,TX,,,,#N/A,#N/A,,,11237,$11.00,Brooklyn,NY
76119,$14.18,Fort Worth,TX,,,,#N/A,#N/A,,,11238,$11.00,Brooklyn,NY
76133,$14.18,Fort Worth,TX,,,,#N/A,#N/A,,,11239,$11.00,Brooklyn,NY
77099,$14.18,Houston,TX,,,,#N/A,#N/A,,,11241,$11.00,Brooklyn,NY
77345,$14.18,Kingwood,TX,,,,#N/A,#N/A,,,11243,$11.00,Brooklyn,NY
78006,$14.18,Boerne,TX,,,,#N/A,#N/A,,,11249,$11.00,Brooklyn,NY
78217,$14.18,San Antonio,TX,,,,#N/A,#N/A,,,11354,$11.00,Flushing,NY
78227,$14.18,San Antonio,TX,,,,#N/A,#N/A,,,11355,$11.00,Flushing,NY
78238,$14.18,San Antonio,TX,,,,#N/A,#N/A,,,11356,$11.00,College Point,NY
78242,$14.18,San Antonio,TX,,,,#N/A,#N/A,,,11359,$11.00,Bayside,NY
78612,$14.18,Cedar Creek,TX,,,,#N/A,#N/A,,,11366,$11.00,Fresh Meadows,NY
78704,$14.18,Austin,TX,,,,#N/A,#N/A,,,11367,$11.00,Flushing,NY
78730,$14.18,Austin,TX,,,,#N/A,#N/A,,,11368,$11.00,Corona,NY
78739,$14.18,Austin,TX,,,,#N/A,#N/A,,,11369,$11.00,East Elmhurst,NY
78744,$14.18,Austin,TX,,,,#N/A,#N/A,,,11370,$11.00,East Elmhurst,NY
80010,$14.18,Aurora,CO,,,,#N/A,#N/A,,,11371,$11.00,Flushing,NY
80011,$14.18,Aurora,CO,,,,#N/A,#N/A,,,11373,$11.00,Elmhurst,NY
80012,$14.18,Aurora,CO,,,,#N/A,#N/A,,,11374,$11.00,Rego Park,NY
80045,$14.18,Aurora,CO,,,,#N/A,#N/A,,,11375,$11.00,Forest Hills,NY
80113,$14.18,Englewood,CO,,,,#N/A,#N/A,,,11377,$11.00,Woodside,NY
80202,$14.18,Denver,CO,,,,#N/A,#N/A,,,11378,$11.00,Maspeth,NY
80218,$14.18,Denver,CO,,,,#N/A,#N/A,,,11379,$11.00,Middle Village,NY
80222,$14.18,Denver,CO,,,,#N/A,#N/A,,,11385,$11.00,Ridgewood,NY
80223,$14.18,Denver,CO,,,,#N/A,#N/A,,,11412,$11.00,Saint Albans,NY
80260,$14.18,Denver,CO,,,,#N/A,#N/A,,,11414,$11.00,Howard Beach,NY
80403,$14.18,Golden,CO,,,,#N/A,#N/A,,,11415,$11.00,Kew Gardens,NY
80501,$14.18,Longmont,CO,,,,#N/A,#N/A,,,11416,$11.00,Ozone Park,NY
83607,$14.18,Caldwell,ID,,,,#N/A,#N/A,,,11417,$11.00,Ozone Park,NY
83642,$14.18,Meridian,ID,,,,#N/A,#N/A,,,11418,$11.00,Richmond Hill,NY
83854,$14.18,Post Falls,ID,,,,#N/A,#N/A,,,11419,$11.00,South Richmond Hill,NY
83869,$14.18,Spirit Lake,ID,,,,#N/A,#N/A,,,11420,$11.00,South Ozone Park,NY
85014,$14.18,Phoenix,AZ,,,,#N/A,#N/A,,,11423,$11.00,Hollis,NY
85208,$14.18,Mesa,AZ,,,,#N/A,#N/A,,,11430,$11.00,Jamaica,NY
85212,$14.18,Mesa,AZ,,,,#N/A,#N/A,,,11432,$11.00,Jamaica,NY
85253,$14.18,Paradise Valley,AZ,,,,#N/A,#N/A,,,11433,$11.00,Jamaica,NY
85254,$14.18,Scottsdale,AZ,,,,#N/A,#N/A,,,11434,$11.00,Jamaica,NY
85257,$14.18,Scottsdale,AZ,,,,#N/A,#N/A,,,11435,$11.00,Jamaica,NY
85258,$14.18,Scottsdale,AZ,,,,#N/A,#N/A,,,11436,$11.00,Jamaica,NY
85259,$14.18,Scottsdale,AZ,,,,#N/A,#N/A,,,11691,$11.00,Far Rockaway,NY
85268,$14.18,Fountain Hills,AZ,,,,#N/A,#N/A,,,11697,$11.00,Breezy Point,NY
85305,$14.18,Glendale,AZ,,,,#N/A,#N/A,,,11702,$11.00,Babylon,NY
85345,$14.18,Peoria,AZ,,,,#N/A,#N/A,,,10001,$11,New York,NY
89074,$14.18,Henderson,NV,,,,#N/A,#N/A,,,10008,$11,New York,NY
89103,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10038,$11,New York,NY
89104,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10039,$11,New York,NY
89106,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10040,$11,New York,NY
89108,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10043,$11,New York,NY
89110,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10045,$11,New York,NY
89117,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10055,$11,New York,NY
89119,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10060,$11,New York,NY
89120,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10065,$11,New York,NY
89121,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10075,$11,New York,NY
89122,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10080,$11,New York,NY
89130,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10081,$11,New York,NY
89143,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10087,$11,New York,NY
89146,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10090,$11,New York,NY
89148,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10101,$11,New York,NY
89149,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10102,$11,New York,NY
89156,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10103,$11,New York,NY
89169,$14.18,Las Vegas,NV,,,,#N/A,#N/A,,,10104,$11,New York,NY
90650,$14.18,Norwalk,CA,,,,#N/A,#N/A,,,10105,$11,New York,NY
90706,$14.18,Bellflower,CA,,,,#N/A,#N/A,,,10106,$11,New York,NY
92301,$14.18,Adelanto,CA,,,,#N/A,#N/A,,,10107,$11,New York,NY
92371,$14.18,Phelan,CA,,,,#N/A,#N/A,,,10108,$11,New York,NY
92394,$14.18,Victorville,CA,,,,#N/A,#N/A,,,10109,$11,New York,NY
92395,$14.18,Victorville,CA,,,,#N/A,#N/A,,,10110,$11,New York,NY
92543,$14.18,Hemet,CA,,,,#N/A,#N/A,,,10111,$11,New York,NY
92545,$14.18,Hemet,CA,,,,#N/A,#N/A,,,10112,$11,New York,NY
94005,$14.18,Brisbane,CA,,,,#N/A,#N/A,,,10113,$11,New York,NY
94015,$14.18,Daly City,CA,,,,#N/A,#N/A,,,10114,$11,New York,NY
94019,$14.18,Half Moon Bay,CA,,,,#N/A,#N/A,,,10115,$11,New York,NY
94044,$14.18,Pacifica,CA,,,,#N/A,#N/A,,,10117,$11,New York,NY
94063,$14.18,Redwood City,CA,,,,#N/A,#N/A,,,10120,$11,New York,NY
94506,$14.18,Danville,CA,,,,#N/A,#N/A,,,10121,$11,New York,NY
94510,$14.18,Benicia,CA,,,,#N/A,#N/A,,,10122,$11,New York,NY
94528,$14.18,Diablo,CA,,,,#N/A,#N/A,,,10123,$11,New York,NY
94563,$14.18,Orinda,CA,,,,#N/A,#N/A,,,10124,$11,New York,NY
94582,$14.18,San Ramon,CA,,,,#N/A,#N/A,,,10125,$11,New York,NY
94804,$14.18,Richmond,CA,,,,#N/A,#N/A,,,10126,$11,New York,NY
95116,$14.18,San Jose,CA,,,,#N/A,#N/A,,,10129,$11,New York,NY
95618,$14.18,Davis,CA,,,,#N/A,#N/A,,,10130,$11,New York,NY
95620,$14.18,Dixon,CA,,,,#N/A,#N/A,,,10131,$11,New York,NY
95691,$14.18,West Sacramento,CA,,,,#N/A,#N/A,,,10132,$11,New York,NY
97124,$14.18,Hillsboro,OR,,,,#N/A,#N/A,,,10133,$11,New York,NY
97220,$14.18,Portland,OR,,,,#N/A,#N/A,,,10138,$11,New York,NY
98045,$14.18,North Bend,WA,,,,#N/A,#N/A,,,10150,$11,New York,NY
99006,$14.18,Deer Park,WA,,,,#N/A,#N/A,,,10151,$11,New York,NY
99019,$14.18,Liberty Lake,WA,,,,#N/A,#N/A,,,10152,$11,New York,NY
99021,$14.18,Mead,WA,,,,#N/A,#N/A,,,10153,$11,New York,NY
99022,$14.18,Medical Lake,WA,,,,#N/A,#N/A,,,10154,$11,New York,NY
99025,$14.18,Newman Lake,WA,,,,#N/A,#N/A,,,10155,$11,New York,NY
99218,$14.18,Spokane,WA,,,,#N/A,#N/A,,,10156,$11,New York,NY
99223,$14.18,Spokane,WA,,,,#N/A,#N/A,,,10157,$11,New York,NY
27295,$14.16,Lexington,NC,,,,#N/A,#N/A,,,10158,$11,New York,NY
28678,$14.16,Stony Point,NC,,,,#N/A,#N/A,,,10159,$11,New York,NY
07480,$14.13,West Milford,NJ,,,,#N/A,#N/A,,,10160,$11,New York,NY
97070,$13.88,Wilsonville,OR,,,,#N/A,#N/A,,,10162,$11,New York,NY
77009,$13.86,Houston,TX,,,,#N/A,#N/A,,,10163,$11,New York,NY
77018,$13.86,Houston,TX,,,,#N/A,#N/A,,,10164,$11,New York,NY
77022,$13.86,Houston,TX,,,,#N/A,#N/A,,,10165,$11,New York,NY
