Zip Code,CPL payouts,city,state_id,,ZIP Code,Duration Buyer Payouts,City,State
80010,$52.50,Aurora,CO,,80215,$59.54,Denver,CO
80012,$52.50,Aurora,CO,,94002,$58.10,Belmont,CA
80013,$52.50,Aurora,CO,,94005,$58.10,Brisbane,CA
80014,$52.50,Aurora,CO,,94010,$58.10,Burlingame,CA
80015,$52.50,Aurora,CO,,94011,$58.10,Burlingame,CA
80016,$52.50,Aurora,CO,,94014,$58.10,Daly City,CA
80017,$52.50,Aurora,CO,,94015,$58.10,Daly City,CA
80018,$52.50,Aurora,CO,,94016,$58.10,Daly City,CA
80041,$52.50,Wheat Ridge,CO,,94017,$58.10,Daly City,CA
80044,$52.50,Wheat Ridge,CO,,94018,$58.10,El Granada,CA
80046,$52.50,Aurora,CO,,94019,$58.10,Half Moon Bay,CA
80047,$52.50,Aurora,CO,,94020,$58.10,La Honda,CA
80103,$52.50,Byers,CO,,94021,$58.10,Loma Mar,CA
80105,$52.50,Deer Trail,CO,,94025,$58.10,Menlo Park,CA
80110,$52.50,Englewood,CO,,94026,$58.10,Menlo Park,CA
80111,$52.50,Englewood,CO,,94027,$58.10,Atherton,CA
80112,$52.50,Englewood,CO,,94028,$58.10,Portola Valley,CA
80113,$52.50,Englewood,CO,,94030,$58.10,Millbrae,CA
80120,$52.50,Littleton,CO,,94037,$58.10,Montara,CA
80121,$52.50,Littleton,CO,,94038,$58.10,Moss Beach,CA
80122,$52.50,Littleton,CO,,94044,$58.10,Pacifica,CA
80150,$52.50,Parker,CO,,94060,$58.10,Pescadero,CA
80151,$52.50,Parker,CO,,94061,$58.10,Redwood City,CA
80155,$52.50,Parker,CO,,94062,$58.10,Redwood City,CA
80160,$52.50,Parker,CO,,94063,$58.10,Redwood City,CA
80161,$52.50,Parker,CO,,94064,$58.10,Redwood City,CA
80165,$52.50,Parker,CO,,94065,$58.10,Redwood City,CA
80166,$52.50,Parker,CO,,94066,$58.10,San Bruno,CA
80201,$51.50,Parker,CO,,94070,$58.10,San Carlos,CA
80202,$51.50,Denver,CO,,94074,$58.10,San Gregorio,CA
80203,$51.50,Denver,CO,,94080,$58.10,South San Francisco,CA
80204,$51.50,Denver,CO,,94083,$58.10,South San Francisco,CA
80205,$51.50,Denver,CO,,94128,$58.10,San Francisco,CA
80206,$51.50,Denver,CO,,94401,$58.10,San Mateo,CA
80207,$51.50,Denver,CO,,94402,$58.10,San Mateo,CA
80208,$51.50,Denver,CO,,94403,$58.10,San Mateo,CA
80209,$51.50,Denver,CO,,94404,$58.10,San Mateo,CA
80210,$51.50,Denver,CO,,94497,$58.10,San Mateo,CA
80211,$51.50,Denver,CO,,99001,$56.00,Airway Heights,WA
80212,$51.50,Denver,CO,,99003,$56.00,Chattaroy,WA
80216,$51.50,Denver,CO,,99004,$56.00,Cheney,WA
80217,$51.50,Denver,CO,,99005,$56.00,Colbert,WA
80218,$51.50,Denver,CO,,99011,$56.00,Fairchild Air Force Base,WA
80219,$51.50,Denver,CO,,99012,$56.00,Fairfield,WA
80220,$51.50,Denver,CO,,99014,$56.00,Four Lakes,WA
80222,$51.50,Denver,CO,,99016,$56.00,Greenacres,WA
80223,$51.50,Denver,CO,,99018,$56.00,Latah,WA
80224,$51.50,Denver,CO,,99019,$56.00,Liberty Lake,WA
80227,$51.50,Denver,CO,,99020,$56.00,Marshall,WA
80230,$51.50,Denver,CO,,99021,$56.00,Mead,WA
80231,$51.50,Denver,CO,,99022,$56.00,Medical Lake,WA
80235,$51.50,Denver,CO,,99023,$56.00,Mica,WA
80236,$51.50,Denver,CO,,99025,$56.00,Newman Lake,WA
80237,$51.50,Denver,CO,,99026,$56.00,Nine Mile Falls,WA
80238,$51.50,Denver,CO,,99027,$56.00,Otis Orchards,WA
80239,$51.50,Denver,CO,,99030,$56.00,Rockford,WA
80243,$51.50,Thornton,CO,,99031,$56.00,Spangle,WA
80244,$51.50,Thornton,CO,,99036,$56.00,Valleyford,WA
80246,$51.50,Denver,CO,,99037,$56.00,Veradale,WA
80247,$51.50,Denver,CO,,99039,$56.00,Waverly,WA
80248,$51.50,Denver,CO,,99201,$56.00,Spokane,WA
80249,$51.50,Denver,CO,,99202,$56.00,Spokane,WA
80250,$51.50,Denver,CO,,99203,$56.00,Spokane,WA
80251,$51.50,Denver,CO,,99204,$56.00,Spokane,WA
80252,$51.50,Denver,CO,,99205,$56.00,Spokane,WA
80256,$51.50,Denver,CO,,99206,$56.00,Spokane,WA
80257,$51.50,Denver,CO,,99207,$56.00,Spokane,WA
80259,$51.50,Denver,CO,,99208,$56.00,Spokane,WA
80261,$51.50,Denver,CO,,99209,$56.00,Spokane,WA
80262,$51.50,Denver,CO,,99210,$56.00,Spokane,WA
80263,$51.50,Denver,CO,,99211,$56.00,Spokane,WA
80264,$51.50,Denver,CO,,99212,$56.00,Spokane,WA
80265,$51.50,Denver,CO,,99213,$56.00,Spokane,WA
80266,$51.50,Denver,CO,,99214,$56.00,Spokane,WA
80271,$51.50,Denver,CO,,99215,$56.00,Spokane,WA
80273,$51.50,Denver,CO,,99216,$56.00,Spokane,WA
80274,$51.50,Denver,CO,,99217,$56.00,Spokane,WA
80281,$51.50,Denver,CO,,99218,$56.00,Spokane,WA
80290,$51.50,Denver,CO,,99219,$56.00,Spokane,WA
80291,$51.50,Denver,CO,,99220,$56.00,Spokane,WA
80293,$51.50,Denver,CO,,99223,$56.00,Spokane,WA
80294,$51.50,Denver,CO,,99224,$56.00,Spokane,WA
80299,$51.50,Denver,CO,,99228,$56.00,Spokane,WA
80026,$47.00,Lafayette,CO,,99251,$56.00,Spokane,WA
80027,$47.00,Louisville,CO,,99252,$56.00,Spokane,WA
80104,$47.00,Castle Rock,CO,,99256,$56.00,Spokane,WA
80108,$47.00,Castle Rock,CO,,99258,$56.00,Spokane,WA
80109,$47.00,Castle Rock,CO,,99260,$56.00,Spokane,WA
80116,$47.00,Franktown,CO,,84095,$55.13,South Jordan,UT
80118,$47.00,Larkspur,CO,,84101,$55.13,Salt Lake City,UT
80124,$47.00,Lone Tree,CO,,84113,$55.13,Salt Lake City,UT
80125,$47.00,Littleton,CO,,08002,$53.55,Cherry Hill,NJ
80126,$47.00,Littleton,CO,,08014,$53.55,Bridgeport,NJ
80129,$47.00,Littleton,CO,,08021,$53.55,Clementon,NJ
80130,$47.00,Littleton,CO,,08028,$53.55,Glassboro,NJ
80131,$47.00,Louviers,CO,,08029,$53.55,Glendora,NJ
80134,$47.00,Parker,CO,,08032,$53.55,Grenloch,NJ
80135,$47.00,Sedalia,CO,,08035,$53.55,Haddon Heights,NJ
80138,$47.00,Parker,CO,,08045,$53.55,Lawnside,NJ
80163,$47.00,Parker,CO,,08049,$53.55,Magnolia,NJ
80301,$47.00,Boulder,CO,,08052,$53.55,Maple Shade,NJ
80303,$47.00,Boulder,CO,,08053,$53.55,Marlton,NJ
80304,$47.00,Boulder,CO,,08066,$53.55,Paulsboro,NJ
80305,$47.00,Boulder,CO,,08069,$53.55,Penns Grove,NJ
80306,$47.00,Boulder,CO,,08075,$53.55,Riverside,NJ
80307,$47.00,Boulder,CO,,08077,$53.55,Riverton,NJ
80308,$47.00,Boulder,CO,,08080,$53.55,Sewell,NJ
80309,$47.00,Boulder,CO,,08081,$53.55,Sicklerville,NJ
80310,$47.00,Boulder,CO,,08090,$53.55,Wenonah,NJ
80314,$47.00,Boulder,CO,,08091,$53.55,West Berlin,NJ
78613,$45.00,Cedar Park,TX,,08097,$53.55,Woodbury Heights,NJ
78626,$45.00,Georgetown,TX,,08104,$53.55,Camden,NJ
78628,$45.00,Georgetown,TX,,08108,$53.55,Collingswood,NJ
78633,$45.00,Georgetown,TX,,18901,$53.55,Doylestown,PA
78634,$45.00,Hutto,TX,,18914,$53.55,Chalfont,PA
78641,$45.00,Leander,TX,,18917,$53.55,Dublin,PA
78642,$45.00,Liberty Hill,TX,,18962,$53.55,Silverdale,PA
78645,$45.00,Leander,TX,,18964,$53.55,Souderton,PA
78660,$45.00,Pflugerville,TX,,18974,$53.55,Warminster,PA
78664,$45.00,Round Rock,TX,,19001,$53.55,Abington,PA
78665,$45.00,Round Rock,TX,,19006,$53.55,Huntingdon Valley,PA
78669,$45.00,Spicewood,TX,,19008,$53.55,Broomall,PA
78681,$45.00,Round Rock,TX,,19009,$53.55,Bryn Athyn,PA
78682,$45.00,Round Rock,TX,,19013,$53.55,Chester,PA
78701,$45.00,Austin,TX,,19016,$53.55,Chester,PA
78702,$45.00,Austin,TX,,19017,$53.55,Chester Heights,PA
78703,$45.00,Austin,TX,,19018,$53.55,Clifton Heights,PA
78704,$45.00,Austin,TX,,19020,$53.55,Bensalem,PA
78705,$45.00,Austin,TX,,19021,$53.55,Croydon,PA
78712,$45.00,Austin,TX,,19023,$53.55,Darby,PA
78717,$45.00,Austin,TX,,19029,$53.55,Essington,PA
78721,$45.00,Austin,TX,,19037,$53.55,Glen Riddle Lima,PA
78722,$45.00,Austin,TX,,19040,$53.55,Hatboro,PA
78723,$45.00,Austin,TX,,19041,$53.55,Haverford,PA
78726,$45.00,Austin,TX,,19044,$53.55,Horsham,PA
78727,$45.00,Austin,TX,,19046,$53.55,Jenkintown,PA
78728,$45.00,Austin,TX,,19050,$53.55,Lansdowne,PA
78729,$45.00,Austin,TX,,19053,$53.55,Feasterville Trevose,PA
78730,$45.00,Austin,TX,,19064,$53.55,Springfield,PA
78731,$45.00,Austin,TX,,19066,$53.55,Merion Station,PA
78732,$45.00,Austin,TX,,19082,$53.55,Upper Darby,PA
78733,$45.00,Austin,TX,,19083,$53.55,Havertown,PA
78734,$45.00,Austin,TX,,19085,$53.55,Villanova,PA
78735,$45.00,Austin,TX,,19102,$53.55,Philadelphia,PA
78736,$45.00,Austin,TX,,19103,$53.55,Philadelphia,PA
78737,$45.00,Austin,TX,,19112,$53.55,Philadelphia,PA
78738,$45.00,Austin,TX,,19115,$53.55,Philadelphia,PA
78739,$45.00,Austin,TX,,19116,$53.55,Philadelphia,PA
78741,$45.00,Austin,TX,,19119,$53.55,Philadelphia,PA
78745,$45.00,Austin,TX,,19124,$53.55,Philadelphia,PA
78746,$45.00,Austin,TX,,19127,$53.55,Philadelphia,PA
78748,$45.00,Austin,TX,,19129,$53.55,Philadelphia,PA
78749,$45.00,Austin,TX,,19134,$53.55,Philadelphia,PA
78750,$45.00,Austin,TX,,19136,$53.55,Philadelphia,PA
78751,$45.00,Austin,TX,,19145,$53.55,Philadelphia,PA
78752,$45.00,Austin,TX,,19148,$53.55,Philadelphia,PA
78753,$45.00,Austin,TX,,19152,$53.55,Philadelphia,PA
78756,$45.00,Austin,TX,,19320,$53.55,Coatesville,PA
78757,$45.00,Austin,TX,,19341,$53.55,Exton,PA
78758,$45.00,Austin,TX,,19348,$53.55,Kennett Square,PA
78759,$45.00,Austin,TX,,19353,$53.55,Lionville,PA
80001,$44.50,El Paso,TX,,19354,$53.55,Lyndell,PA
80002,$44.50,Arvada,CO,,19355,$53.55,Malvern,PA
80003,$44.50,Arvada,CO,,19381,$53.55,West Chester,PA
80004,$44.50,Arvada,CO,,19395,$53.55,Westtown,PA
80005,$44.50,Arvada,CO,,19403,$53.55,Norristown,PA
80006,$44.50,Arvada,CO,,19404,$53.55,Norristown,PA
80007,$44.50,Arvada,CO,,19405,$53.55,Bridgeport,PA
80021,$44.50,Broomfield,CO,,19426,$53.55,Collegeville,PA
80033,$44.50,Wheat Ridge,CO,,19429,$53.55,Conshohocken,PA
80034,$44.50,Wheat Ridge,CO,,19474,$53.55,Skippack,PA
80123,$44.50,Littleton,CO,,19804,$53.55,Wilmington,DE
80127,$44.50,Littleton,CO,,19810,$53.55,Wilmington,DE
80128,$44.50,Littleton,CO,,83814,$52.50,Coeur d'Alene,ID
80162,$44.50,Parker,CO,,83815,$52.50,Coeur d'Alene,ID
80214,$44.50,Denver,CO,,83835,$52.50,Hayden,ID
80215,$44.50,Denver,CO,,83854,$52.50,Post Falls,ID
80225,$44.50,Denver,CO,,83858,$52.50,Rathdrum,ID
80226,$44.50,Denver,CO,,93921,$52.50,Carmel By The Sea,CA
80228,$44.50,Denver,CO,,93922,$52.50,Carmel,CA
80232,$44.50,Denver,CO,,93923,$52.50,Carmel,CA
80401,$44.50,Golden,CO,,93924,$52.50,Carmel Valley,CA
80402,$44.50,Golden,CO,,93940,$52.50,Monterey,CA
80403,$44.50,Golden,CO,,93942,$52.50,Monterey,CA
80419,$44.50,Golden,CO,,93943,$52.50,Monterey,CA
80465,$44.50,Morrison,CO,,93944,$52.50,Monterey,CA
80011,$44.00,Aurora,CO,,93950,$52.50,Pacific Grove,CA
80019,$44.00,Aurora,CO,,93953,$52.50,Pebble Beach,CA
80022,$44.00,Commerce City,CO,,94022,$52.50,Los Altos,CA
80024,$44.00,Dupont,CO,,94023,$52.50,Los Altos,CA
80030,$44.00,Westminster,CO,,94024,$52.50,Los Altos,CA
80031,$44.00,Westminster,CO,,94035,$52.50,Mountain View,CA
80035,$44.00,Wheat Ridge,CO,,94039,$52.50,Mountain View,CA
80036,$44.00,Wheat Ridge,CO,,94040,$52.50,Mountain View,CA
80037,$44.00,Wheat Ridge,CO,,94041,$52.50,Mountain View,CA
80040,$44.00,Wheat Ridge,CO,,94042,$52.50,Mountain View,CA
80042,$44.00,Wheat Ridge,CO,,94043,$52.50,Mountain View,CA
80045,$44.00,Aurora,CO,,94085,$52.50,Sunnyvale,CA
80136,$44.00,Strasburg,CO,,94086,$52.50,Sunnyvale,CA
80137,$44.00,Watkins,CO,,94087,$52.50,Sunnyvale,CA
80221,$44.00,Denver,CO,,94088,$52.50,Sunnyvale,CA
80229,$44.00,Denver,CO,,94089,$52.50,Sunnyvale,CA
80233,$44.00,Denver,CO,,94301,$52.50,Palo Alto,CA
80234,$44.00,Denver,CO,,94302,$52.50,Palo Alto,CA
80241,$44.00,Thornton,CO,,94303,$52.50,Palo Alto,CA
80260,$44.00,Denver,CO,,94304,$52.50,Palo Alto,CA
80601,$44.00,Brighton,CO,,94305,$52.50,Stanford,CA
80602,$44.00,Brighton,CO,,94306,$52.50,Palo Alto,CA
80614,$44.00,Carr,CO,,94309,$52.50,Palo Alto,CA
80640,$44.00,Henderson,CO,,94501,$52.50,Alameda,CA
90620,$44.00,Buena Park,CA,,94502,$52.50,Alameda,CA
90621,$44.00,Buena Park,CA,,94506,$52.50,Danville,CA
90622,$44.00,Buena Park,CA,,94526,$52.50,Danville,CA
90623,$44.00,La Palma,CA,,94536,$52.50,Fremont,CA
90624,$44.00,La Palma,CA,,94537,$52.50,Fremont,CA
90630,$44.00,Cypress,CA,,94538,$52.50,Fremont,CA
90631,$44.00,La Habra,CA,,94539,$52.50,Fremont,CA
90632,$44.00,La Habra,CA,,94540,$52.50,Hayward,CA
90633,$44.00,La Habra,CA,,94541,$52.50,Hayward,CA
90720,$44.00,Los Alamitos,CA,,94542,$52.50,Hayward,CA
90740,$44.00,Seal Beach,CA,,94543,$52.50,Hayward,CA
90743,$44.00,Surfside,CA,,94544,$52.50,Hayward,CA
92602,$44.00,Irvine,CA,,94545,$52.50,Hayward,CA
92604,$44.00,Irvine,CA,,94546,$52.50,Castro Valley,CA
92605,$44.00,Irvine,CA,,94550,$52.50,Livermore,CA
92606,$44.00,Irvine,CA,,94551,$52.50,Livermore,CA
92607,$44.00,Irvine,CA,,94552,$52.50,Castro Valley,CA
92610,$44.00,Foothill Ranch,CA,,94555,$52.50,Fremont,CA
92612,$44.00,Irvine,CA,,94557,$52.50,Hayward,CA
92614,$44.00,Irvine,CA,,94560,$52.50,Newark,CA
92615,$44.00,Irvine,CA,,94566,$52.50,Pleasanton,CA
92616,$44.00,Irvine,CA,,94568,$52.50,Dublin,CA
92617,$44.00,Irvine,CA,,94577,$52.50,San Leandro,CA
92618,$44.00,Irvine,CA,,94578,$52.50,San Leandro,CA
92619,$44.00,Irvine,CA,,94579,$52.50,San Leandro,CA
92620,$44.00,Irvine,CA,,94580,$52.50,San Lorenzo,CA
92624,$44.00,Capistrano Beach,CA,,94582,$52.50,San Ramon,CA
92625,$44.00,Corona Del Mar,CA,,94583,$52.50,San Ramon,CA
92626,$44.00,Costa Mesa,CA,,94586,$52.50,Sunol,CA
92627,$44.00,Costa Mesa,CA,,94587,$52.50,Union City,CA
92629,$44.00,Dana Point,CA,,95001,$52.50,Aptos,CA
92630,$44.00,Lake Forest,CA,,95003,$52.50,Aptos,CA
92637,$44.00,Laguna Woods,CA,,95005,$52.50,Ben Lomond,CA
92646,$44.00,Huntington Beach,CA,,95006,$52.50,Boulder Creek,CA
92648,$44.00,Huntington Beach,CA,,95008,$52.50,Campbell,CA
92649,$44.00,Huntington Beach,CA,,95009,$52.50,Campbell,CA
92651,$44.00,Laguna Beach,CA,,95010,$52.50,Capitola,CA
92653,$44.00,Laguna Hills,CA,,95011,$52.50,Campbell,CA
92655,$44.00,Midway City,CA,,95013,$52.50,Coyote,CA
92656,$44.00,Aliso Viejo,CA,,95014,$52.50,Cupertino,CA
92657,$44.00,Newport Coast,CA,,95015,$52.50,Cupertino,CA
92660,$44.00,Newport Beach,CA,,95018,$52.50,Felton,CA
92661,$44.00,Newport Beach,CA,,95019,$52.50,Freedom,CA
92662,$44.00,Newport Beach,CA,,95020,$52.50,Gilroy,CA
92663,$44.00,Newport Beach,CA,,95021,$52.50,Gilroy,CA
92672,$44.00,San Clemente,CA,,95030,$52.50,Los Gatos,CA
92673,$44.00,San Clemente,CA,,95031,$52.50,Los Gatos,CA
92675,$44.00,San Juan Capistrano,CA,,95032,$52.50,Los Gatos,CA
92676,$44.00,Silverado,CA,,95033,$52.50,Los Gatos,CA
92677,$44.00,Laguna Niguel,CA,,95035,$52.50,Milpitas,CA
92678,$44.00,Trabuco Canyon,CA,,95036,$52.50,Milpitas,CA
92679,$44.00,Trabuco Canyon,CA,,95037,$52.50,Morgan Hill,CA
92683,$44.00,Westminster,CA,,95038,$52.50,Morgan Hill,CA
92688,$44.00,Rancho Santa Margarita,CA,,95042,$52.50,New Almaden,CA
92691,$44.00,Mission Viejo,CA,,95046,$52.50,San Martin,CA
92692,$44.00,Mission Viejo,CA,,95050,$52.50,Santa Clara,CA
92694,$44.00,Ladera Ranch,CA,,95051,$52.50,Santa Clara,CA
92701,$44.00,Santa Ana,CA,,95052,$52.50,Santa Clara,CA
92703,$44.00,Santa Ana,CA,,95053,$52.50,Santa Clara,CA
92704,$44.00,Santa Ana,CA,,95054,$52.50,Santa Clara,CA
92705,$44.00,Santa Ana,CA,,95055,$52.50,Santa Clara,CA
92706,$44.00,Santa Ana,CA,,95056,$52.50,Santa Clara,CA
92707,$44.00,Santa Ana,CA,,95060,$52.50,Santa Cruz,CA
92708,$44.00,Fountain Valley,CA,,95061,$52.50,Santa Cruz,CA
92780,$44.00,Tustin,CA,,95062,$52.50,Santa Cruz,CA
92782,$44.00,Tustin,CA,,95063,$52.50,Santa Cruz,CA
92801,$44.00,Anaheim,CA,,95064,$52.50,Santa Cruz,CA
92802,$44.00,Anaheim,CA,,95065,$52.50,Santa Cruz,CA
92804,$44.00,Anaheim,CA,,95066,$52.50,Scotts Valley,CA
92805,$44.00,Anaheim,CA,,95067,$52.50,Scotts Valley,CA
92806,$44.00,Anaheim,CA,,95070,$52.50,Saratoga,CA
92807,$44.00,Anaheim,CA,,95071,$52.50,Saratoga,CA
92808,$44.00,Anaheim,CA,,95073,$52.50,Soquel,CA
92821,$44.00,Brea,CA,,95101,$52.50,San Jose,CA
92822,$44.00,Brea,CA,,95103,$52.50,San Jose,CA
92831,$44.00,Fullerton,CA,,95106,$52.50,San Jose,CA
92832,$44.00,Fullerton,CA,,95108,$52.50,San Jose,CA
92833,$44.00,Fullerton,CA,,95109,$52.50,San Jose,CA
92835,$44.00,Fullerton,CA,,95110,$52.50,San Jose,CA
92840,$44.00,Garden Grove,CA,,95111,$52.50,San Jose,CA
92841,$44.00,Garden Grove,CA,,95112,$52.50,San Jose,CA
92843,$44.00,Garden Grove,CA,,95113,$52.50,San Jose,CA
92845,$44.00,Garden Grove,CA,,95115,$52.50,San Jose,CA
92861,$44.00,Villa Park,CA,,95116,$52.50,San Jose,CA
92865,$44.00,Orange,CA,,95117,$52.50,San Jose,CA
92866,$44.00,Orange,CA,,95118,$52.50,San Jose,CA
92867,$44.00,Orange,CA,,95119,$52.50,San Jose,CA
92868,$44.00,Orange,CA,,95120,$52.50,San Jose,CA
92870,$44.00,Placentia,CA,,95121,$52.50,San Jose,CA
92886,$44.00,Yorba Linda,CA,,95122,$52.50,San Jose,CA
20842,$43.00,Dickerson,MD,,95123,$52.50,San Jose,CA
21009,$43.00,Abingdon,MD,,95124,$52.50,San Jose,CA
21013,$43.00,Baldwin,MD,,95125,$52.50,San Jose,CA
21014,$43.00,Bel Air,MD,,95126,$52.50,San Jose,CA
21015,$43.00,Bel Air,MD,,95127,$52.50,San Jose,CA
21022,$43.00,Belcamp,MD,,95128,$52.50,San Jose,CA
21030,$43.00,Cockeysville,MD,,95129,$52.50,San Jose,CA
21031,$43.00,Hunt Valley,MD,,95130,$52.50,San Jose,CA
21047,$43.00,Fallston,MD,,95131,$52.50,San Jose,CA
21048,$43.00,Finksburg,MD,,95132,$52.50,San Jose,CA
21050,$43.00,Forest Hill,MD,,95133,$52.50,San Jose,CA
21051,$43.00,Fork,MD,,95134,$52.50,San Jose,CA
21057,$43.00,Glen Arm,MD,,95135,$52.50,San Jose,CA
21071,$43.00,Glyndon,MD,,95136,$52.50,San Jose,CA
21074,$43.00,Hampstead,MD,,95138,$52.50,San Jose,CA
21082,$43.00,Hydes,MD,,95139,$52.50,San Jose,CA
21084,$43.00,Jarrettsville,MD,,95141,$52.50,San Jose,CA
21085,$43.00,Joppa,MD,,95148,$52.50,San Jose,CA
21087,$43.00,Kingsville,MD,,95150,$52.50,San Jose,CA
21093,$43.00,Lutherville Timonium,MD,,95151,$52.50,San Jose,CA
21104,$43.00,Marriottsville,MD,,95152,$52.50,San Jose,CA
21111,$43.00,Monkton,MD,,95153,$52.50,San Jose,CA
21117,$43.00,Owings Mills,MD,,95154,$52.50,San Jose,CA
21128,$43.00,Perry Hall,MD,,95155,$52.50,San Jose,CA
21131,$43.00,Phoenix,MD,,95156,$52.50,San Jose,CA
21133,$43.00,Randallstown,MD,,95157,$52.50,San Jose,CA
21136,$43.00,Reisterstown,MD,,95158,$52.50,San Jose,CA
21152,$43.00,Sparks Glencoe,MD,,95159,$52.50,San Jose,CA
21153,$43.00,Stevenson,MD,,95160,$52.50,San Jose,CA
21155,$43.00,Upperco,MD,,95161,$52.50,San Jose,CA
21156,$43.00,Upper Falls,MD,,95164,$52.50,San Jose,CA
21157,$43.00,Westminster,MD,,95170,$52.50,San Jose,CA
21158,$43.00,Westminster,MD,,95172,$52.50,San Jose,CA
21162,$43.00,White Marsh,MD,,95173,$52.50,San Jose,CA
21163,$43.00,Woodstock,MD,,95190,$52.50,San Jose,CA
21204,$43.00,Towson,MD,,95191,$52.50,San Jose,CA
21206,$43.00,Baltimore,MD,,95192,$52.50,San Jose,CA
21207,$43.00,Gwynn Oak,MD,,95193,$52.50,San Jose,CA
21208,$43.00,Pikesville,MD,,95194,$52.50,San Jose,CA
21209,$43.00,Baltimore,MD,,95196,$52.50,San Jose,CA
21210,$43.00,Baltimore,MD,,99006,$52.50,Deer Park,WA
21212,$43.00,Baltimore,MD,,99156,$52.50,Newport,WA
21227,$43.00,Halethorpe,MD,,74103,$51.98,Tulsa,OK
21228,$43.00,Catonsville,MD,,73344,$50.40,Austin,TX
21229,$43.00,Baltimore,MD,,78610,$50.40,Buda,TX
21234,$43.00,Parkville,MD,,78613,$50.40,Cedar Park,TX
21236,$43.00,Nottingham,MD,,78641,$50.40,Leander,TX
21237,$43.00,Rosedale,MD,,78676,$50.40,Wimberley,TX
21239,$43.00,Baltimore,MD,,78708,$50.40,Austin,TX
21244,$43.00,Windsor Mill,MD,,84011,$50.40,Bountiful,UT
21250,$43.00,Baltimore,MD,,84097,$50.40,Orem,UT
21252,$43.00,Towson,MD,,84401,$50.40,Ogden,UT
21286,$43.00,Towson,MD,,84404,$50.40,Ogden,UT
21701,$43.00,Frederick,MD,,80202,$49.61,Denver,CO
21702,$43.00,Frederick,MD,,80226,$49.61,Denver,CO
21703,$43.00,Frederick,MD,,80235,$49.61,Denver,CO
21704,$43.00,Frederick,MD,,80241,$49.61,Thornton,CO
21710,$43.00,Adamstown,MD,,80301,$49.61,Boulder,CO
21714,$43.00,Braddock Heights,MD,,17302,$49.00,Airville,PA
21716,$43.00,Brunswick,MD,,17309,$49.00,Brogue,PA
21717,$43.00,Buckeystown,MD,,17312,$49.00,Craley,PA
21718,$43.00,Burkittsville,MD,,17313,$49.00,Dallastown,PA
21754,$43.00,Ijamsville,MD,,17314,$49.00,Delta,PA
21755,$43.00,Jefferson,MD,,17317,$49.00,East Prospect,PA
21758,$43.00,Knoxville,MD,,17318,$49.00,Emigsville,PA
21762,$43.00,Libertytown,MD,,17321,$49.00,Fawn Grove,PA
21769,$43.00,Middletown,MD,,17322,$49.00,Felton,PA
21770,$43.00,Monrovia,MD,,17327,$49.00,Glen Rock,PA
21771,$43.00,Mount Airy,MD,,17342,$49.00,Loganville,PA
21773,$43.00,Myersville,MD,,17347,$49.00,Mount Wolf,PA
21774,$43.00,New Market,MD,,17349,$49.00,New Freedom,PA
21776,$43.00,New Windsor,MD,,17352,$49.00,New Park,PA
21777,$43.00,Point Of Rocks,MD,,17354,$49.00,Porters Sideling,PA
21784,$43.00,Sykesville,MD,,17355,$49.00,Railroad,PA
21790,$43.00,Tuscarora,MD,,17356,$49.00,Red Lion,PA
21791,$43.00,Union Bridge,MD,,17360,$49.00,Seven Valleys,PA
21793,$43.00,Walkersville,MD,,17361,$49.00,Shrewsbury,PA
21797,$43.00,Woodbine,MD,,17362,$49.00,Spring Grove,PA
33426,$43.00,Boynton Beach,FL,,17363,$49.00,Stewartstown,PA
33428,$43.00,Boca Raton,FL,,17366,$49.00,Windsor,PA
33431,$43.00,Boca Raton,FL,,17368,$49.00,Wrightsville,PA
33432,$43.00,Boca Raton,FL,,17371,$49.00,York New Salem,PA
33433,$43.00,Boca Raton,FL,,17401,$49.00,York,PA
33434,$43.00,Boca Raton,FL,,17402,$49.00,York,PA
33435,$43.00,Boynton Beach,FL,,17403,$49.00,York,PA
33436,$43.00,Boynton Beach,FL,,17404,$49.00,York,PA
33437,$43.00,Boynton Beach,FL,,17405,$49.00,York,PA
33444,$43.00,Delray Beach,FL,,17406,$49.00,York,PA
33445,$43.00,Delray Beach,FL,,17407,$49.00,York,PA
33446,$43.00,Delray Beach,FL,,17408,$49.00,York,PA
33473,$43.00,Boynton Beach,FL,,17415,$49.00,,PA
33483,$43.00,Delray Beach,FL,,17502,$49.00,Bainbridge,PA
33484,$43.00,Delray Beach,FL,,17503,$49.00,Bart,PA
33486,$43.00,Boca Raton,FL,,17504,$49.00,Bausman,PA
33487,$43.00,Boca Raton,FL,,17505,$49.00,Bird In Hand,PA
33496,$43.00,Boca Raton,FL,,17512,$49.00,Columbia,PA
33498,$43.00,Boca Raton,FL,,17516,$49.00,Conestoga,PA
55005,$43.00,Bethel,MN,,17518,$49.00,Drumore,PA
55011,$43.00,Cedar,MN,,17520,$49.00,East Petersburg,PA
55014,$43.00,Circle Pines,MN,,17532,$49.00,Holtwood,PA
55016,$43.00,Cottage Grove,MN,,17537,$49.00,Lampeter,PA
55020,$43.00,Elko New Market,MN,,17538,$49.00,Landisville,PA
55024,$43.00,Farmington,MN,,17543,$49.00,Lititz,PA
55025,$43.00,Forest Lake,MN,,17545,$49.00,Manheim,PA
55031,$43.00,Hampton,MN,,17547,$49.00,Marietta,PA
55033,$43.00,Hastings,MN,,17550,$49.00,Maytown,PA
