Zip,CPL Payouts,city,state_id
55001,$16.25,Afton,MN
55003,$16.25,Bayport,MN
55010,$16.25,Cannon Falls,MN
55016,$16.25,Cottage Grove,MN
55024,$16.25,Farmington,MN
55025,$16.25,Forest Lake,MN
55031,$16.25,Hampton,MN
55033,$16.25,Hastings,MN
55038,$16.25,Hugo,MN
55042,$16.25,Lake Elmo,MN
55043,$16.25,Lakeland,MN
55044,$16.25,Lakeville,MN
55047,$16.25,Marine On Saint Croix,MN
55055,$16.25,Newport,MN
55065,$16.25,Randolph,MN
55068,$16.25,Rosemount,MN
55071,$16.25,Saint Paul Park,MN
55073,$16.25,Scandia,MN
55075,$16.25,South Saint Paul,MN
55076,$16.25,Inver Grove Heights,MN
55077,$16.25,Inver Grove Heights,MN
55082,$16.25,Stillwater,MN
55083,$16.25,Stillwater,MN
55085,$16.25,Vermillion,MN
55090,$16.25,Willernie,MN
55101,$16.25,Saint Paul,MN
55102,$16.25,Saint Paul,MN
55103,$16.25,Saint Paul,MN
55104,$16.25,Saint Paul,MN
55105,$16.25,Saint Paul,MN
55106,$16.25,Saint Paul,MN
55107,$16.25,Saint Paul,MN
55108,$16.25,Saint Paul,MN
55109,$16.25,Saint Paul,MN
55110,$16.25,Saint Paul,MN
55111,$16.25,Saint Paul,MN
55112,$16.25,Saint Paul,MN
55113,$16.25,Saint Paul,MN
55114,$16.25,Saint Paul,MN
55115,$16.25,Saint Paul,MN
55116,$16.25,Saint Paul,MN
55117,$16.25,Saint Paul,MN
55118,$16.25,Saint Paul,MN
55119,$16.25,Saint Paul,MN
55120,$16.25,Saint Paul,MN
55121,$16.25,Saint Paul,MN
55122,$16.25,Saint Paul,MN
55123,$16.25,Saint Paul,MN
55124,$16.25,Saint Paul,MN
55125,$16.25,Saint Paul,MN
55126,$16.25,Saint Paul,MN
55127,$16.25,Saint Paul,MN
55128,$16.25,Saint Paul,MN
55129,$16.25,Saint Paul,MN
55130,$16.25,Saint Paul,MN
55131,$16.25,Saint Paul,MN
55133,$16.25,Saint Paul,MN
55144,$16.25,Saint Paul,MN
55145,$16.25,Saint Paul,MN
55146,$16.25,Saint Paul,MN
55150,$16.25,Mendota,MN
55155,$16.25,Saint Paul,MN
55164,$16.25,Saint Paul,MN
55170,$16.25,Saint Paul,MN
55305,$16.25,Hopkins,MN
55306,$16.25,Burnsville,MN
55311,$16.25,Maple Grove,MN
55316,$16.25,Champlin,MN
55323,$16.25,Cologne,MN
55327,$16.25,Dayton,MN
55330,$16.25,Elk River,MN
55331,$16.25,Excelsior,MN
55337,$16.25,Burnsville,MN
55340,$16.25,Hamel,MN
55343,$16.25,Hopkins,MN
55344,$16.25,Eden Prairie,MN
55345,$16.25,Minnetonka,MN
55346,$16.25,Eden Prairie,MN
55347,$16.25,Eden Prairie,MN
55352,$16.25,Jordan,MN
55356,$16.25,Long Lake,MN
55357,$16.25,Loretto,MN
55359,$16.25,Maple Plain,MN
55361,$16.25,Mayer,MN
55362,$16.25,Monticello,MN
55364,$16.25,Mound,MN
55369,$16.25,Osseo,MN
55371,$16.25,Princeton,MN
55372,$16.25,Prior Lake,MN
55374,$16.25,Rogers,MN
55375,$16.25,Saint Bonifacius,MN
55378,$16.25,Savage,MN
55379,$16.25,Shakopee,MN
55384,$16.25,Spring Park,MN
55391,$16.25,Wayzata,MN
55401,$16.25,Minneapolis,MN
55402,$16.25,Minneapolis,MN
55403,$16.25,Minneapolis,MN
55404,$16.25,Minneapolis,MN
55405,$16.25,Minneapolis,MN
55406,$16.25,Minneapolis,MN
55407,$16.25,Minneapolis,MN
55408,$16.25,Minneapolis,MN
55409,$16.25,Minneapolis,MN
55410,$16.25,Minneapolis,MN
55411,$16.25,Minneapolis,MN
55412,$16.25,Minneapolis,MN
55413,$16.25,Minneapolis,MN
55414,$16.25,Minneapolis,MN
55415,$16.25,Minneapolis,MN
55416,$16.25,Minneapolis,MN
55417,$16.25,Minneapolis,MN
55418,$16.25,Minneapolis,MN
55419,$16.25,Minneapolis,MN
55420,$16.25,Minneapolis,MN
55422,$16.25,Minneapolis,MN
55423,$16.25,Minneapolis,MN
55424,$16.25,Minneapolis,MN
55425,$16.25,Minneapolis,MN
55426,$16.25,Minneapolis,MN
55427,$16.25,Minneapolis,MN
55428,$16.25,Minneapolis,MN
55429,$16.25,Minneapolis,MN
55430,$16.25,Minneapolis,MN
55431,$16.25,Minneapolis,MN
55435,$16.25,Minneapolis,MN
55436,$16.25,Minneapolis,MN
55437,$16.25,Minneapolis,MN
55438,$16.25,Minneapolis,MN
55439,$16.25,Minneapolis,MN
55440,$16.25,Minneapolis,MN
55441,$16.25,Minneapolis,MN
55442,$16.25,Minneapolis,MN
55443,$16.25,Minneapolis,MN
55444,$16.25,Minneapolis,MN
55445,$16.25,Minneapolis,MN
55446,$16.25,Minneapolis,MN
55447,$16.25,Minneapolis,MN
55450,$16.25,Minneapolis,MN
55454,$16.25,Minneapolis,MN
55455,$16.25,Minneapolis,MN
55458,$16.25,Minneapolis,MN
55459,$16.25,Minneapolis,MN
55467,$16.25,Minneapolis,MN
55470,$16.25,Minneapolis,MN
55472,$16.25,Minneapolis,MN
55474,$16.25,Minneapolis,MN
55478,$16.25,Minneapolis,MN
55479,$16.25,Minneapolis,MN
55480,$16.25,Minneapolis,MN
55483,$16.25,Minneapolis,MN
55484,$16.25,Minneapolis,MN
55485,$16.25,Minneapolis,MN
55486,$16.25,Minneapolis,MN
55487,$16.25,Minneapolis,MN
55488,$16.25,Minneapolis,MN
55569,$16.25,Minneapolis,MN
55572,$16.25,Minneapolis,MN
55577,$16.25,Minneapolis,MN
55593,$16.25,Minneapolis,MN
55599,$16.25,Minneapolis,MN
77002,$11.70,Houston,TX
77003,$11.70,Houston,TX
77004,$11.70,Houston,TX
77010,$11.70,Houston,TX
77011,$11.70,Houston,TX
77012,$11.70,Houston,TX
77013,$11.70,Houston,TX
77015,$11.70,Houston,TX
77017,$11.70,Houston,TX
77020,$11.70,Houston,TX
77021,$11.70,Houston,TX
77023,$11.70,Houston,TX
77029,$11.70,Houston,TX
77030,$11.70,Houston,TX
77033,$11.70,Houston,TX
77034,$11.70,Houston,TX
77045,$11.70,Houston,TX
77047,$11.70,Houston,TX
77048,$11.70,Houston,TX
77051,$11.70,Houston,TX
77053,$11.70,Houston,TX
77054,$11.70,Houston,TX
77058,$11.70,Houston,TX
77059,$11.70,Houston,TX
77061,$11.70,Houston,TX
77062,$11.70,Houston,TX
77075,$11.70,Houston,TX
77087,$11.70,Houston,TX
77089,$11.70,Houston,TX
77501,$11.70,Sugar Land,TX
77502,$11.70,Pasadena,TX
77503,$11.70,Pasadena,TX
77504,$11.70,Pasadena,TX
77505,$11.70,Pasadena,TX
77506,$11.70,Pasadena,TX
77507,$11.70,Pasadena,TX
77508,$11.70,Pasadena,TX
77510,$11.70,Santa Fe,TX
77511,$11.70,Alvin,TX
77517,$11.70,Santa Fe,TX
77518,$11.70,Bacliff,TX
77536,$11.70,Deer Park,TX
77539,$11.70,Dickinson,TX
77546,$11.70,Friendswood,TX
77547,$11.70,Galena Park,TX
77551,$11.70,Galveston,TX
77552,$11.70,Galveston,TX
77553,$11.70,Galveston,TX
77554,$11.70,Galveston,TX
77555,$11.70,Galveston,TX
77563,$11.70,Hitchcock,TX
77565,$11.70,Kemah,TX
77568,$11.70,La Marque,TX
77571,$11.70,La Porte,TX
77573,$11.70,League City,TX
77578,$11.70,Manvel,TX
77581,$11.70,Pearland,TX
77584,$11.70,Pearland,TX
77586,$11.70,Seabrook,TX
77587,$11.70,South Houston,TX
77588,$11.70,South Houston,TX
77590,$11.70,Texas City,TX
77591,$11.70,Texas City,TX
77598,$11.70,Webster,TX
53004,$11.38,Belgium,WI
53005,$11.38,Brookfield,WI
53006,$11.38,Brownsville,WI
53007,$11.38,Butler,WI
53008,$11.38,Butler,WI
53010,$11.38,Campbellsport,WI
53012,$11.38,Cedarburg,WI
53013,$11.38,Cedar Grove,WI
53017,$11.38,Colgate,WI
53018,$11.38,Delafield,WI
53019,$11.38,Eden,WI
53021,$11.38,Fredonia,WI
53022,$11.38,Germantown,WI
53024,$11.38,Grafton,WI
53027,$11.38,Hartford,WI
53029,$11.38,Hartland,WI
53031,$11.38,Hingham,WI
53033,$11.38,Hubertus,WI
53037,$11.38,Jackson,WI
53040,$11.38,Kewaskum,WI
53044,$11.38,Kohler,WI
53045,$11.38,Brookfield,WI
53046,$11.38,Lannon,WI
53048,$11.38,Lomira,WI
53050,$11.38,Mayville,WI
53051,$11.38,Menomonee Falls,WI
53052,$11.38,Menomonee Falls,WI
53058,$11.38,Nashotah,WI
53065,$11.38,Oakfield,WI
53066,$11.38,Oconomowoc,WI
53069,$11.38,Okauchee,WI
53070,$11.38,Oostburg,WI
53072,$11.38,Pewaukee,WI
53073,$11.38,Plymouth,WI
53074,$11.38,Port Washington,WI
53075,$11.38,Random Lake,WI
53076,$11.38,Richfield,WI
53080,$11.38,Saukville,WI
53081,$11.38,Sheboygan,WI
53083,$11.38,Sheboygan,WI
53085,$11.38,Sheboygan Falls,WI
53086,$11.38,Slinger,WI
53089,$11.38,Sussex,WI
53090,$11.38,West Bend,WI
53091,$11.38,Theresa,WI
53092,$11.38,Mequon,WI
53093,$11.38,Waldo,WI
53095,$11.38,West Bend,WI
53097,$11.38,Mequon,WI
53104,$11.38,Bristol,WI
53105,$11.38,Burlington,WI
53110,$11.38,Cudahy,WI
53112,$11.38,Cudahy,WI
53114,$11.38,Darien,WI
53115,$11.38,Delavan,WI
53118,$11.38,Dousman,WI
53119,$11.38,Eagle,WI
53120,$11.38,East Troy,WI
53121,$11.38,Elkhorn,WI
53122,$11.38,Elm Grove,WI
53125,$11.38,Fontana,WI
53126,$11.38,Franksville,WI
53127,$11.38,Genesee Depot,WI
53128,$11.38,Genoa City,WI
53129,$11.38,Greendale,WI
53130,$11.38,Hales Corners,WI
53132,$11.38,Franklin,WI
53140,$11.38,Kenosha,WI
53142,$11.38,Kenosha,WI
53143,$11.38,Kenosha,WI
53144,$11.38,Kenosha,WI
53146,$11.38,New Berlin,WI
53147,$11.38,Lake Geneva,WI
53149,$11.38,Mukwonago,WI
53150,$11.38,Muskego,WI
53151,$11.38,New Berlin,WI
53153,$11.38,North Prairie,WI
53154,$11.38,Oak Creek,WI
53156,$11.38,Palmyra,WI
53157,$11.38,Pell Lake,WI
53158,$11.38,Pleasant Prairie,WI
53168,$11.38,Salem,WI
53170,$11.38,Silver Lake,WI
53172,$11.38,South Milwaukee,WI
53176,$11.38,Springfield,WI
53179,$11.38,Trevor,WI
53181,$11.38,Twin Lakes,WI
53183,$11.38,Wales,WI
53184,$11.38,Walworth,WI
53185,$11.38,Waterford,WI
53186,$11.38,Waukesha,WI
53187,$11.38,Waukesha,WI
53188,$11.38,Waukesha,WI
53189,$11.38,Waukesha,WI
53190,$11.38,Whitewater,WI
53191,$11.38,Williams Bay,WI
53192,$11.38,Wilmot,WI
53195,$11.38,Zenda,WI
53201,$11.38,Zenda,WI
53202,$11.38,Milwaukee,WI
53203,$11.38,Milwaukee,WI
53204,$11.38,Milwaukee,WI
53205,$11.38,Milwaukee,WI
53206,$11.38,Milwaukee,WI
53207,$11.38,Milwaukee,WI
53208,$11.38,Milwaukee,WI
53209,$11.38,Milwaukee,WI
53210,$11.38,Milwaukee,WI
53211,$11.38,Milwaukee,WI
53212,$11.38,Milwaukee,WI
53213,$11.38,Milwaukee,WI
53214,$11.38,Milwaukee,WI
53215,$11.38,Milwaukee,WI
53216,$11.38,Milwaukee,WI
53217,$11.38,Milwaukee,WI
53218,$11.38,Milwaukee,WI
53219,$11.38,Milwaukee,WI
53220,$11.38,Milwaukee,WI
53221,$11.38,Milwaukee,WI
53222,$11.38,Milwaukee,WI
53223,$11.38,Milwaukee,WI
53224,$11.38,Milwaukee,WI
53225,$11.38,Milwaukee,WI
53226,$11.38,Milwaukee,WI
53227,$11.38,Milwaukee,WI
53228,$11.38,Milwaukee,WI
53233,$11.38,Milwaukee,WI
53234,$11.38,Milwaukee,WI
53235,$11.38,Saint Francis,WI
53237,$11.38,Saint Francis,WI
53259,$11.38,Saint Francis,WI
53263,$11.38,Saint Francis,WI
53267,$11.38,Saint Francis,WI
53268,$11.38,Saint Francis,WI
53274,$11.38,Saint Francis,WI
53278,$11.38,Saint Francis,WI
53288,$11.38,Saint Francis,WI
53290,$11.38,Saint Francis,WI
53293,$11.38,Saint Francis,WI
53295,$11.38,Milwaukee,WI
53401,$11.38,Milwaukee,WI
53402,$11.38,Racine,WI
53403,$11.38,Racine,WI
53404,$11.38,Racine,WI
53405,$11.38,Racine,WI
53406,$11.38,Racine,WI
53407,$11.38,Racine,WI
53408,$11.38,Racine,WI
53505,$11.38,Avalon,WI
53525,$11.38,Clinton,WI
53585,$11.38,Sharon,WI
54935,$11.38,Fond Du Lac,WI
54937,$11.38,Fond Du Lac,WI
84003,$11.38,American Fork,UT
84004,$11.38,Alpine,UT
84005,$11.38,Eagle Mountain,UT
84006,$11.38,Bingham Canyon,UT
84010,$11.38,Bountiful,UT
84013,$11.38,Cedar Valley,UT
84014,$11.38,Centerville,UT
84015,$11.38,Clearfield,UT
84020,$11.38,Draper,UT
84025,$11.38,Farmington,UT
84037,$11.38,Kaysville,UT
84040,$11.38,Layton,UT
84041,$11.38,Layton,UT
84042,$11.38,Lindon,UT
84043,$11.38,Lehi,UT
84044,$11.38,Magna,UT
84045,$11.38,Saratoga Springs,UT
84047,$11.38,Midvale,UT
84054,$11.38,North Salt Lake,UT
84056,$11.38,Hill Afb,UT
84057,$11.38,Orem,UT
84058,$11.38,Orem,UT
84060,$11.38,Park City,UT
84062,$11.38,Pleasant Grove,UT
84065,$11.38,Riverton,UT
84067,$11.38,Roy,UT
84070,$11.38,Sandy,UT
84075,$11.38,Syracuse,UT
84081,$11.38,West Jordan,UT
84084,$11.38,West Jordan,UT
84086,$11.38,Woodruff,UT
84087,$11.38,Woods Cross,UT
84088,$11.38,West Jordan,UT
84093,$11.38,Sandy,UT
84094,$11.38,Sandy,UT
84095,$11.38,South Jordan,UT
84097,$11.38,Orem,UT
84098,$11.38,Park City,UT
84101,$11.38,Salt Lake City,UT
84102,$11.38,Salt Lake City,UT
84103,$11.38,Salt Lake City,UT
84104,$11.38,Salt Lake City,UT
84105,$11.38,Salt Lake City,UT
84106,$11.38,Salt Lake City,UT
84107,$11.38,Salt Lake City,UT
84108,$11.38,Salt Lake City,UT
84109,$11.38,Salt Lake City,UT
84111,$11.38,Salt Lake City,UT
84112,$11.38,Salt Lake City,UT
84113,$11.38,Salt Lake City,UT
84115,$11.38,Salt Lake City,UT
84116,$11.38,Salt Lake City,UT
84117,$11.38,Salt Lake City,UT
84118,$11.38,Salt Lake City,UT
84119,$11.38,West Valley City,UT
84120,$11.38,West Valley City,UT
84123,$11.38,Salt Lake City,UT
84124,$11.38,Salt Lake City,UT
84128,$11.38,West Valley City,UT
84180,$11.38,Salt Lake City,UT
84315,$11.38,Hooper,UT
84401,$11.38,Ogden,UT
84403,$11.38,Ogden,UT
84405,$11.38,Ogden,UT
84601,$11.38,Provo,UT
84606,$11.38,Provo,UT
46303,$9.75,Cedar Lake,IN
46307,$9.75,Crown Point,IN
46308,$9.75,Crown Point,IN
46311,$9.75,Dyer,IN
46312,$9.75,East Chicago,IN
46319,$9.75,Griffith,IN
46320,$9.75,Hammond,IN
46321,$9.75,Munster,IN
46322,$9.75,Highland,IN
46323,$9.75,Hammond,IN
46324,$9.75,Hammond,IN
46325,$9.75,Hammond,IN
46327,$9.75,Hammond,IN
46342,$9.75,Hobart,IN
46373,$9.75,Saint John,IN
46375,$9.75,Schererville,IN
46394,$9.75,Whiting,IN
46401,$9.75,Whiting,IN
46402,$9.75,Gary,IN
46403,$9.75,Gary,IN
46404,$9.75,Gary,IN
46405,$9.75,Lake Station,IN
46406,$9.75,Gary,IN
46407,$9.75,Gary,IN
46408,$9.75,Gary,IN
46409,$9.75,Gary,IN
46410,$9.75,Merrillville,IN
46411,$9.75,Merrillville,IN
60004,$9.75,Arlington Heights,IL
60005,$9.75,Arlington Heights,IL
60006,$9.75,Arlington Heights,IL
60007,$9.75,Elk Grove Village,IL
60008,$9.75,Rolling Meadows,IL
60009,$9.75,Rolling Meadows,IL
60010,$9.75,Barrington,IL
60011,$9.75,Barrington,IL
60013,$9.75,Cary,IL
60014,$9.75,Crystal Lake,IL
60015,$9.75,Deerfield,IL
60016,$9.75,Des Plaines,IL
60017,$9.75,Des Plaines,IL
60018,$9.75,Des Plaines,IL
60019,$9.75,Des Plaines,IL
60021,$9.75,Fox River Grove,IL
60022,$9.75,Glencoe,IL
60025,$9.75,Glenview,IL
60026,$9.75,Glenview,IL
60029,$9.75,Golf,IL
60035,$9.75,Highland Park,IL
60037,$9.75,Highland Park,IL
60038,$9.75,Highland Park,IL
60039,$9.75,Highland Park,IL
60040,$9.75,Highwood,IL
60042,$9.75,Island Lake,IL
60043,$9.75,Kenilworth,IL
60044,$9.75,Lake Bluff,IL
60045,$9.75,Lake Forest,IL
60047,$9.75,Lake Zurich,IL
60048,$9.75,Libertyville,IL
60053,$9.75,Morton Grove,IL
60055,$9.75,Morton Grove,IL
60056,$9.75,Mount Prospect,IL
60060,$9.75,Mundelein,IL
60061,$9.75,Vernon Hills,IL
60062,$9.75,Northbrook,IL
60065,$9.75,North Chicago,IL
60067,$9.75,Palatine,IL
60068,$9.75,Park Ridge,IL
60069,$9.75,Lincolnshire,IL
60070,$9.75,Prospect Heights,IL
60074,$9.75,Palatine,IL
60076,$9.75,Skokie,IL
60077,$9.75,Skokie,IL
60078,$9.75,Skokie,IL
60082,$9.75,Spring Grove,IL
60084,$9.75,Wauconda,IL
60088,$9.75,Great Lakes,IL
60089,$9.75,Buffalo Grove,IL
60090,$9.75,Wheeling,IL
60091,$9.75,Wilmette,IL
60093,$9.75,Winnetka,IL
60094,$9.75,Winnetka,IL
60095,$9.75,Winnetka,IL
60101,$9.75,Addison,IL
60102,$9.75,Algonquin,IL
60103,$9.75,Bartlett,IL
60104,$9.75,Bellwood,IL
60105,$9.75,Bellwood,IL
60106,$9.75,Bensenville,IL
60107,$9.75,Streamwood,IL
60108,$9.75,Bloomingdale,IL
60109,$9.75,Burlington,IL
60110,$9.75,Carpentersville,IL
60116,$9.75,Dekalb,IL
60117,$9.75,Dekalb,IL
60118,$9.75,Dundee,IL
60119,$9.75,Elburn,IL
60120,$9.75,Elgin,IL
60121,$9.75,Elgin,IL
60122,$9.75,Elgin,IL
60123,$9.75,Elgin,IL
60124,$9.75,Elgin,IL
60126,$9.75,Elmhurst,IL
60128,$9.75,Elmhurst,IL
60130,$9.75,Forest Park,IL
60131,$9.75,Franklin Park,IL
60132,$9.75,Franklin Park,IL
60133,$9.75,Hanover Park,IL
60134,$9.75,Geneva,IL
60136,$9.75,Gilberts,IL
60137,$9.75,Glen Ellyn,IL
60138,$9.75,Glen Ellyn,IL
60139,$9.75,Glendale Heights,IL
60140,$9.75,Hampshire,IL
60141,$9.75,Hines,IL
60142,$9.75,Huntley,IL
60143,$9.75,Itasca,IL
60144,$9.75,Kaneville,IL
60147,$9.75,Kirkland,IL
60148,$9.75,Lombard,IL
60151,$9.75,Maple Park,IL
60153,$9.75,Maywood,IL
60154,$9.75,Westchester,IL
60155,$9.75,Broadview,IL
60156,$9.75,Lake In The Hills,IL
60157,$9.75,Medinah,IL
60159,$9.75,Medinah,IL
60160,$9.75,Melrose Park,IL
60161,$9.75,Melrose Park,IL
60162,$9.75,Hillside,IL
60163,$9.75,Berkeley,IL
60164,$9.75,Melrose Park,IL
60165,$9.75,Stone Park,IL
60168,$9.75,Stone Park,IL
60169,$9.75,Hoffman Estates,IL
60171,$9.75,River Grove,IL
60172,$9.75,Roselle,IL
60173,$9.75,Schaumburg,IL
60174,$9.75,Saint Charles,IL
60175,$9.75,Saint Charles,IL
60176,$9.75,Schiller Park,IL
60177,$9.75,South Elgin,IL
60179,$9.75,Sycamore,IL
60181,$9.75,Villa Park,IL
60183,$9.75,Wasco,IL
60184,$9.75,Wayne,IL
60185,$9.75,West Chicago,IL
60186,$9.75,West Chicago,IL
60187,$9.75,Wheaton,IL
60188,$9.75,Carol Stream,IL
60189,$9.75,Wheaton,IL
60190,$9.75,Winfield,IL
60191,$9.75,Wood Dale,IL
60192,$9.75,Hoffman Estates,IL
60193,$9.75,Schaumburg,IL
60194,$9.75,Schaumburg,IL
60195,$9.75,Schaumburg,IL
60196,$9.75,Schaumburg,IL
60197,$9.75,Schaumburg,IL
60199,$9.75,Schaumburg,IL
60201,$9.75,Evanston,IL
60202,$9.75,Evanston,IL
60203,$9.75,Evanston,IL
60204,$9.75,Evanston,IL
60208,$9.75,Evanston,IL
60301,$9.75,Oak Park,IL
60302,$9.75,Oak Park,IL
60303,$9.75,Oak Park,IL
60304,$9.75,Oak Park,IL
60305,$9.75,River Forest,IL
60399,$9.75,River Forest,IL
60401,$9.75,Beecher,IL
60402,$9.75,Berwyn,IL
60403,$9.75,Crest Hill,IL
60404,$9.75,Shorewood,IL
60406,$9.75,Blue Island,IL
60407,$9.75,Braceville,IL
60408,$9.75,Braidwood,IL
60409,$9.75,Calumet City,IL
60410,$9.75,Channahon,IL
60411,$9.75,Chicago Heights,IL
60412,$9.75,Chicago Heights,IL
60415,$9.75,Chicago Ridge,IL
60416,$9.75,Coal City,IL
60417,$9.75,Crete,IL
60418,$9.75,Crestwood,IL
60419,$9.75,Dolton,IL
60421,$9.75,Elwood,IL
60422,$9.75,Flossmoor,IL
60423,$9.75,Frankfort,IL
60425,$9.75,Glenwood,IL
60426,$9.75,Harvey,IL
60428,$9.75,Markham,IL
60429,$9.75,Hazel Crest,IL
60430,$9.75,Homewood,IL
60431,$9.75,Joliet,IL
60432,$9.75,Joliet,IL
60433,$9.75,Joliet,IL
60434,$9.75,Joliet,IL
60435,$9.75,Joliet,IL
60436,$9.75,Joliet,IL
60438,$9.75,Lansing,IL
60439,$9.75,Lemont,IL
60440,$9.75,Bolingbrook,IL
60441,$9.75,Lockport,IL
60442,$9.75,Manhattan,IL
60443,$9.75,Matteson,IL
60445,$9.75,Midlothian,IL
60446,$9.75,Romeoville,IL
60447,$9.75,Minooka,IL
60448,$9.75,Mokena,IL
60449,$9.75,Monee,IL
60450,$9.75,Morris,IL
60451,$9.75,New Lenox,IL
60452,$9.75,Oak Forest,IL
60453,$9.75,Oak Lawn,IL
60454,$9.75,Oak Lawn,IL
60455,$9.75,Bridgeview,IL
60456,$9.75,Hometown,IL
60457,$9.75,Hickory Hills,IL
60458,$9.75,Justice,IL
60459,$9.75,Burbank,IL
60461,$9.75,Olympia Fields,IL
60462,$9.75,Orland Park,IL
60463,$9.75,Palos Heights,IL
60464,$9.75,Palos Park,IL
60465,$9.75,Palos Hills,IL
60466,$9.75,Park Forest,IL
60467,$9.75,Orland Park,IL
60468,$9.75,Peotone,IL
60469,$9.75,Posen,IL
60471,$9.75,Richton Park,IL
60472,$9.75,Robbins,IL
60473,$9.75,South Holland,IL
60475,$9.75,Steger,IL
60476,$9.75,Thornton,IL
60477,$9.75,Tinley Park,IL
60478,$9.75,Country Club Hills,IL
60480,$9.75,Willow Springs,IL
60481,$9.75,Wilmington,IL
60482,$9.75,Worth,IL
60484,$9.75,University Park,IL
60487,$9.75,Tinley Park,IL
60490,$9.75,Bolingbrook,IL
60491,$9.75,Homer Glen,IL
60499,$9.75,Homer Glen,IL
60501,$9.75,Summit Argo,IL
60502,$9.75,Aurora,IL
60503,$9.75,Aurora,IL
60504,$9.75,Aurora,IL
60505,$9.75,Aurora,IL
60506,$9.75,Aurora,IL
60507,$9.75,Aurora,IL
60510,$9.75,Batavia,IL
60511,$9.75,Big Rock,IL
60512,$9.75,Bristol,IL
60513,$9.75,Brookfield,IL
60514,$9.75,Clarendon Hills,IL
60515,$9.75,Downers Grove,IL
60516,$9.75,Downers Grove,IL
60517,$9.75,Woodridge,IL
60519,$9.75,Eola,IL
60520,$9.75,Hinckley,IL
60521,$9.75,Hinsdale,IL
60522,$9.75,Hinsdale,IL
60523,$9.75,Oak Brook,IL
60525,$9.75,La Grange,IL
60526,$9.75,La Grange Park,IL
60527,$9.75,Willowbrook,IL
60532,$9.75,Lisle,IL
60534,$9.75,Lyons,IL
60536,$9.75,Millbrook,IL
60537,$9.75,Millington,IL
60538,$9.75,Montgomery,IL
60539,$9.75,Mooseheart,IL
60540,$9.75,Naperville,IL
60541,$9.75,Newark,IL
60542,$9.75,North Aurora,IL
60543,$9.75,Oswego,IL
60544,$9.75,Plainfield,IL
60545,$9.75,Plano,IL
60546,$9.75,Riverside,IL
60548,$9.75,Sandwich,IL
60552,$9.75,Somonauk,IL
60554,$9.75,Sugar Grove,IL
60555,$9.75,Warrenville,IL
60558,$9.75,Western Springs,IL
60559,$9.75,Westmont,IL
60560,$9.75,Yorkville,IL
60561,$9.75,Darien,IL
60563,$9.75,Naperville,IL
60564,$9.75,Naperville,IL
60565,$9.75,Naperville,IL
60566,$9.75,Naperville,IL
60567,$9.75,Naperville,IL
60568,$9.75,Naperville,IL
60569,$9.75,Naperville,IL
60572,$9.75,Naperville,IL
60585,$9.75,Plainfield,IL
60586,$9.75,Plainfield,IL
60598,$9.75,Plainfield,IL
60599,$9.75,Plainfield,IL
60601,$9.75,Chicago,IL
60602,$9.75,Chicago,IL
60603,$9.75,Chicago,IL
60604,$9.75,Chicago,IL
60605,$9.75,Chicago,IL
60606,$9.75,Chicago,IL
60607,$9.75,Chicago,IL
60608,$9.75,Chicago,IL
60609,$9.75,Chicago,IL
60610,$9.75,Chicago,IL
60611,$9.75,Chicago,IL
60612,$9.75,Chicago,IL
60613,$9.75,Chicago,IL
60614,$9.75,Chicago,IL
60615,$9.75,Chicago,IL
60616,$9.75,Chicago,IL
60617,$9.75,Chicago,IL
60618,$9.75,Chicago,IL
60619,$9.75,Chicago,IL
60620,$9.75,Chicago,IL
60621,$9.75,Chicago,IL
60622,$9.75,Chicago,IL
60623,$9.75,Chicago,IL
60624,$9.75,Chicago,IL
60625,$9.75,Chicago,IL
60626,$9.75,Chicago,IL
60627,$9.75,Chicago,IL
60628,$9.75,Chicago,IL
60629,$9.75,Chicago,IL
60630,$9.75,Chicago,IL
60631,$9.75,Chicago,IL
60632,$9.75,Chicago,IL
60633,$9.75,Chicago,IL
60634,$9.75,Chicago,IL
60635,$9.75,Chicago,IL
60636,$9.75,Chicago,IL
60637,$9.75,Chicago,IL
60638,$9.75,Chicago,IL
60639,$9.75,Chicago,IL
60640,$9.75,Chicago,IL
60641,$9.75,Chicago,IL
60642,$9.75,Chicago,IL
60643,$9.75,Chicago,IL
60644,$9.75,Chicago,IL
60645,$9.75,Chicago,IL
60646,$9.75,Chicago,IL
60647,$9.75,Chicago,IL
60648,$9.75,Chicago,IL
60649,$9.75,Chicago,IL
60650,$9.75,Chicago,IL
60651,$9.75,Chicago,IL
60652,$9.75,Chicago,IL
60653,$9.75,Chicago,IL
60654,$9.75,Chicago,IL
60655,$9.75,Chicago,IL
60656,$9.75,Chicago,IL
60657,$9.75,Chicago,IL
60658,$9.75,Chicago,IL
60659,$9.75,Chicago,IL
60660,$9.75,Chicago,IL
60661,$9.75,Chicago,IL
60664,$9.75,Chicago,IL
60666,$9.75,Chicago,IL
60668,$9.75,Chicago,IL
60669,$9.75,Chicago,IL
60670,$9.75,Chicago,IL
60673,$9.75,Chicago,IL
60674,$9.75,Chicago,IL
60675,$9.75,Chicago,IL
60677,$9.75,Chicago,IL
60678,$9.75,Chicago,IL
60680,$9.75,Chicago,IL
60681,$9.75,Chicago,IL
60682,$9.75,Chicago,IL
60684,$9.75,Chicago,IL
60685,$9.75,Chicago,IL
60686,$9.75,Chicago,IL
