Zip Code,CPL Buyer Payouts,city,state_id,,ZIP Code,Duration Buyer Payouts,City,State
85329,$159.50,Cashion,AZ,,34436,$99.75,Floral City,FL
85331,$159.50,Cave Creek,AZ,,34446,$99.75,Homosassa,FL
85335,$159.50,El Mirage,AZ,,34447,$99.75,Homosassa Springs,FL
85337,$159.50,Gila Bend,AZ,,34491,$99.75,Summerfield,FL
85338,$159.50,Goodyear,AZ,,34610,$99.75,Spring Hill,FL
85339,$159.50,Laveen,AZ,,34611,$99.75,Spring Hill,FL
85340,$159.50,Litchfield Park,AZ,,34613,$99.75,Brooksville,FL
85342,$159.50,Morristown,AZ,,34637,$99.75,Land O Lakes,FL
85343,$159.50,Palo Verde,AZ,,34639,$99.75,Land O Lakes,FL
85345,$159.50,Peoria,AZ,,34652,$99.75,New Port Richey,FL
85351,$159.50,Sun City,AZ,,34653,$99.75,New Port Richey,FL
85353,$159.50,Tolleson,AZ,,34655,$99.75,New Port Richey,FL
85354,$159.50,Tonopah,AZ,,34677,$99.75,Oldsmar,FL
85355,$159.50,Waddell,AZ,,34688,$99.75,Tarpon Springs,FL
85358,$159.50,Wenden,AZ,,34705,$99.75,Astatula,FL
85361,$159.50,Wittmann,AZ,,34711,$99.75,Clermont,FL
85363,$159.50,Youngtown,AZ,,34731,$99.75,Fruitland Park,FL
85372,$159.50,Poston,AZ,,34736,$99.75,Groveland,FL
85373,$159.50,Sun City,AZ,,34743,$99.75,Kissimmee,FL
85374,$159.50,Surprise,AZ,,34747,$99.75,Kissimmee,FL
85375,$159.50,Sun City West,AZ,,34748,$99.75,Leesburg,FL
85376,$159.50,Sun City West,AZ,,34753,$99.75,Mascotte,FL
85377,$159.50,Carefree,AZ,,34759,$99.75,Kissimmee,FL
85378,$159.50,Surprise,AZ,,34761,$99.75,Ocoee,FL
85379,$159.50,Surprise,AZ,,34762,$99.75,Okahumpka,FL
85380,$159.50,Surprise,AZ,,34773,$99.75,Saint Cloud,FL
85381,$159.50,Peoria,AZ,,34787,$99.75,Winter Garden,FL
85382,$159.50,Peoria,AZ,,34949,$99.75,Fort Pierce,FL
85383,$159.50,Peoria,AZ,,34953,$99.75,Port Saint Lucie,FL
85385,$159.50,Peoria,AZ,,34972,$99.75,Okeechobee,FL
85387,$159.50,Surprise,AZ,,34986,$99.75,Port Saint Lucie,FL
85388,$159.50,Surprise,AZ,,34996,$99.75,Stuart,FL
85390,$159.50,Wickenburg,AZ,,90201,$99.75,Bell Gardens,CA
85392,$159.50,Avondale,AZ,,90221,$99.75,Compton,CA
85395,$159.50,Goodyear,AZ,,90223,$99.75,Compton,CA
85396,$159.50,Buckeye,AZ,,90242,$99.75,Downey,CA
01005,$150.50,Barre,MA,,90247,$99.75,Gardena,CA
01031,$150.50,Gilbertville,MA,,90291,$99.75,Venice,CA
01037,$150.50,Hardwick,MA,,90301,$99.75,Inglewood,CA
01068,$150.50,Oakham,MA,,90306,$99.75,Inglewood,CA
01074,$150.50,South Barre,MA,,90606,$99.75,Whittier,CA
01083,$150.50,Warren,MA,,90621,$99.75,Buena Park,CA
01092,$150.50,West Warren,MA,,90640,$99.75,Montebello,CA
01094,$150.50,Wheelwright,MA,,90650,$99.75,Norwalk,CA
01331,$150.50,Athol,MA,,90706,$99.75,Bellflower,CA
01366,$150.50,Petersham,MA,,90744,$99.75,Wilmington,CA
01368,$150.50,Royalston,MA,,90745,$99.75,Carson,CA
01420,$150.50,Fitchburg,MA,,91214,$99.75,La Crescenta,CA
01430,$150.50,Ashburnham,MA,,91325,$99.75,Northridge,CA
01436,$150.50,Baldwinville,MA,,91331,$99.75,Pacoima,CA
01438,$150.50,East Templeton,MA,,91342,$99.75,Sylmar,CA
01440,$150.50,Gardner,MA,,91355,$99.75,Valencia,CA
01441,$150.50,Gardner,MA,,91381,$99.75,Stevenson Ranch,CA
01451,$150.50,Harvard,MA,,91401,$99.75,Van Nuys,CA
01452,$150.50,Hubbardston,MA,,91406,$99.75,Van Nuys,CA
01453,$150.50,Leominster,MA,,32266,$78.75,Neptune Beach,FL
01462,$150.50,Lunenburg,MA,,32754,$78.75,Mims,FL
01467,$150.50,Shirley,MA,,32819,$78.75,Orlando,FL
01468,$150.50,Templeton,MA,,33180,$78.75,Miami,FL
01473,$150.50,Westminster,MA,,33455,$78.75,Hobe Sound,FL
01475,$150.50,Winchendon,MA,,33563,$78.75,Plant City,FL
01501,$150.50,Auburn,MA,,33609,$78.75,Tampa,FL
01503,$150.50,Berlin,MA,,33710,$78.75,Saint Petersburg,FL
01504,$150.50,Blackstone,MA,,33764,$78.75,Clearwater,FL
01505,$150.50,Boylston,MA,,33767,$78.75,Clearwater Beach,FL
01506,$150.50,Brookfield,MA,,34112,$78.75,Naples,FL
01507,$150.50,Charlton,MA,,34209,$78.75,Bradenton,FL
01508,$150.50,Charlton,MA,,34654,$78.75,New Port Richey,FL
01509,$150.50,Charlton,MA,,43140,$78.75,London,OH
01510,$150.50,Clinton,MA,,33579,$70.88,Riverview,FL
01515,$150.50,East Brookfield,MA,,84106,$69.83,Salt Lake City,UT
01516,$150.50,Douglas,MA,,84116,$69.83,Salt Lake City,UT
01518,$150.50,Fiskdale,MA,,07701,$66.50,Red Bank,NJ
01519,$150.50,Grafton,MA,,07702,$66.50,Shrewsbury,NJ
01520,$150.50,Holden,MA,,07710,$66.50,Adelphia,NJ
01522,$150.50,Jefferson,MA,,07727,$66.50,Farmingdale,NJ
01523,$150.50,Lancaster,MA,,07728,$66.50,Freehold,NJ
01524,$150.50,Leicester,MA,,07731,$66.50,Howell,NJ
01525,$150.50,Linwood,MA,,07740,$66.50,Long Branch,NJ
01526,$150.50,Linwood,MA,,07748,$66.50,Middletown,NJ
01527,$150.50,Millbury,MA,,07755,$66.50,Oakhurst,NJ
01529,$150.50,Millville,MA,,07757,$66.50,Oceanport,NJ
01531,$150.50,New Braintree,MA,,07760,$66.50,Rumson,NJ
01532,$150.50,Northborough,MA,,07762,$66.50,Spring Lake,NJ
01534,$150.50,Northbridge,MA,,08008,$66.50,Beach Haven,NJ
01535,$150.50,North Brookfield,MA,,08009,$66.50,Berlin,NJ
01536,$150.50,North Grafton,MA,,08012,$66.50,Blackwood,NJ
01537,$150.50,North Oxford,MA,,08016,$66.50,Burlington,NJ
01538,$150.50,North Oxford,MA,,08021,$66.50,Clementon,NJ
01540,$150.50,Oxford,MA,,08033,$66.50,Haddonfield,NJ
01541,$150.50,Princeton,MA,,08034,$66.50,Cherry Hill,NJ
01542,$150.50,Rochdale,MA,,08035,$66.50,Haddon Heights,NJ
01543,$150.50,Rutland,MA,,08037,$66.50,Hammonton,NJ
01545,$150.50,Shrewsbury,MA,,08046,$66.50,Willingboro,NJ
01546,$150.50,Shrewsbury,MA,,08052,$66.50,Maple Shade,NJ
01550,$150.50,Southbridge,MA,,08053,$66.50,Marlton,NJ
01560,$150.50,South Grafton,MA,,08054,$66.50,Mount Laurel,NJ
01561,$150.50,South Lancaster,MA,,08057,$66.50,Moorestown,NJ
01562,$150.50,Spencer,MA,,08070,$66.50,Pennsville,NJ
01564,$150.50,Sterling,MA,,08087,$66.50,Tuckerton,NJ
01566,$150.50,Sturbridge,MA,,08109,$66.50,Merchantville,NJ
01568,$150.50,Upton,MA,,08110,$66.50,Pennsauken,NJ
01569,$150.50,Uxbridge,MA,,08203,$66.50,Brigantine,NJ
01570,$150.50,Webster,MA,,08226,$66.50,Ocean City,NJ
01571,$150.50,Dudley,MA,,08232,$66.50,Pleasantville,NJ
01581,$150.50,Westborough,MA,,08247,$66.50,Stone Harbor,NJ
01583,$150.50,West Boylston,MA,,08251,$66.50,Villas,NJ
01585,$150.50,West Brookfield,MA,,08260,$66.50,Wildwood,NJ
01586,$150.50,West Brookfield,MA,,08312,$66.50,Clayton,NJ
01588,$150.50,Whitinsville,MA,,08318,$66.50,Elmer,NJ
01590,$150.50,Sutton,MA,,08324,$66.50,Heislerville,NJ
01601,$150.50,Sutton,MA,,08330,$66.50,Mays Landing,NJ
01602,$150.50,Worcester,MA,,08332,$66.50,Millville,NJ
01603,$150.50,Worcester,MA,,08360,$66.50,Vineland,NJ
01604,$150.50,Worcester,MA,,08362,$66.50,Vineland,NJ
01605,$150.50,Worcester,MA,,08402,$66.50,Margate City,NJ
01606,$150.50,Worcester,MA,,08512,$66.50,Cranbury,NJ
01607,$150.50,Worcester,MA,,08520,$66.50,Hightstown,NJ
01608,$150.50,Worcester,MA,,08534,$66.50,Pennington,NJ
01609,$150.50,Worcester,MA,,08540,$66.50,Princeton,NJ
01610,$150.50,Worcester,MA,,08542,$66.50,Princeton,NJ
01611,$150.50,Cherry Valley,MA,,08648,$66.50,Lawrence Township,NJ
01612,$150.50,Paxton,MA,,08701,$66.50,Lakewood,NJ
01613,$150.50,Paxton,MA,,08721,$66.50,Bayville,NJ
01614,$150.50,Paxton,MA,,08723,$66.50,Brick,NJ
01615,$150.50,Paxton,MA,,08730,$66.50,Brielle,NJ
01653,$150.50,Paxton,MA,,08731,$66.50,Forked River,NJ
01655,$150.50,Paxton,MA,,08734,$66.50,Lanoka Harbor,NJ
01740,$150.50,Bolton,MA,,08735,$66.50,Lavallette,NJ
01745,$150.50,Fayville,MA,,08736,$66.50,Manasquan,NJ
01747,$150.50,Hopedale,MA,,08750,$66.50,Sea Girt,NJ
01756,$150.50,Mendon,MA,,08753,$66.50,Toms River,NJ
01757,$150.50,Milford,MA,,08757,$66.50,Toms River,NJ
01772,$150.50,Southborough,MA,,08759,$66.50,Manchester Township,NJ
66539,$150.50,Silver Lake,KS,,08816,$66.50,East Brunswick,NJ
66610,$150.50,Topeka,KS,,08850,$66.50,Milltown,NJ
66614,$150.50,Topeka,KS,,08852,$66.50,Monmouth Junction,NJ
66615,$150.50,Topeka,KS,,08882,$66.50,South River,NJ
80025,$150.50,Eldorado Springs,CO,,08902,$66.50,North Brunswick,NJ
80026,$150.50,Lafayette,CO,,18974,$66.50,Warminster,PA
80027,$150.50,Louisville,CO,,19021,$66.50,Croydon,PA
80201,$150.50,Parker,CO,,19047,$66.50,Langhorne,PA
80202,$150.50,Denver,CO,,19053,$66.50,Feasterville Trevose,PA
80203,$150.50,Denver,CO,,19116,$66.50,Philadelphia,PA
80204,$150.50,Denver,CO,,19124,$66.50,Philadelphia,PA
80205,$150.50,Denver,CO,,19135,$66.50,Philadelphia,PA
80206,$150.50,Denver,CO,,19136,$66.50,Philadelphia,PA
80207,$150.50,Denver,CO,,32145,$64.26,Hastings,FL
80208,$150.50,Denver,CO,,34990,$63.00,Palm City,FL
80209,$150.50,Denver,CO,,28054,$61.43,Gastonia,NC
80210,$150.50,Denver,CO,,28056,$61.43,Gastonia,NC
80211,$150.50,Denver,CO,,28107,$61.43,Midland,NC
80212,$150.50,Denver,CO,,28126,$61.43,Newell,NC
80216,$150.50,Denver,CO,,28164,$61.43,Stanley,NC
80217,$150.50,Denver,CO,,28205,$61.43,Charlotte,NC
80218,$150.50,Denver,CO,,28216,$61.43,Charlotte,NC
80219,$150.50,Denver,CO,,28217,$61.43,Charlotte,NC
80220,$150.50,Denver,CO,,28218,$61.43,Charlotte,NC
80222,$150.50,Denver,CO,,28236,$61.43,Charlotte,NC
80223,$150.50,Denver,CO,,29707,$61.43,Fort Mill,SC
80224,$150.50,Denver,CO,,29708,$61.43,Fort Mill,SC
80227,$150.50,Denver,CO,,92831,$59.85,Fullerton,CA
80230,$150.50,Denver,CO,,06756,$59.78,Goshen,CT
80231,$150.50,Denver,CO,,01913,$59.73,Amesbury,MA
80235,$150.50,Denver,CO,,01826,$59.68,Dracut,MA
80236,$150.50,Denver,CO,,43035,$59.06,Lewis Center,OH
80237,$150.50,Denver,CO,,43001,$56.00,Alexandria,OH
80238,$150.50,Denver,CO,,43002,$56.00,Amlin,OH
80239,$150.50,Denver,CO,,43003,$56.00,Ashley,OH
80243,$150.50,Thornton,CO,,43004,$56.00,Blacklick,OH
80244,$150.50,Thornton,CO,,43005,$56.00,Bladensburg,OH
80246,$150.50,Denver,CO,,43006,$56.00,Brinkhaven,OH
80247,$150.50,Denver,CO,,43007,$56.00,Broadway,OH
80248,$150.50,Denver,CO,,43008,$56.00,Buckeye Lake,OH
80249,$150.50,Denver,CO,,43010,$56.00,Catawba,OH
80250,$150.50,Denver,CO,,43011,$56.00,Centerburg,OH
80251,$150.50,Denver,CO,,43013,$56.00,Croton,OH
80252,$150.50,Denver,CO,,43014,$56.00,Danville,OH
80256,$150.50,Denver,CO,,43015,$56.00,Delaware,OH
80257,$150.50,Denver,CO,,43016,$56.00,Dublin,OH
80259,$150.50,Denver,CO,,43017,$56.00,Dublin,OH
80261,$150.50,Denver,CO,,43018,$56.00,Etna,OH
80262,$150.50,Denver,CO,,43019,$56.00,Fredericktown,OH
80263,$150.50,Denver,CO,,43021,$56.00,Galena,OH
80264,$150.50,Denver,CO,,43022,$56.00,Gambier,OH
80265,$150.50,Denver,CO,,43023,$56.00,Granville,OH
80266,$150.50,Denver,CO,,43025,$56.00,Hebron,OH
80271,$150.50,Denver,CO,,43026,$56.00,Hilliard,OH
80273,$150.50,Denver,CO,,43027,$56.00,Homer,OH
80274,$150.50,Denver,CO,,43028,$56.00,Howard,OH
80281,$150.50,Denver,CO,,43029,$56.00,Irwin,OH
80290,$150.50,Denver,CO,,43030,$56.00,Jacksontown,OH
80291,$150.50,Denver,CO,,43031,$56.00,Johnstown,OH
80293,$150.50,Denver,CO,,43032,$56.00,Kilbourne,OH
80294,$150.50,Denver,CO,,43033,$56.00,Kirkersville,OH
80299,$150.50,Denver,CO,,43036,$56.00,Magnetic Springs,OH
80301,$150.50,Boulder,CO,,43037,$56.00,Martinsburg,OH
80302,$150.50,Boulder,CO,,43040,$56.00,Marysville,OH
80303,$150.50,Boulder,CO,,43041,$56.00,Marysville,OH
80304,$150.50,Boulder,CO,,43044,$56.00,Mechanicsburg,OH
80305,$150.50,Boulder,CO,,43045,$56.00,Milford Center,OH
80306,$150.50,Boulder,CO,,43046,$56.00,Millersport,OH
80307,$150.50,Boulder,CO,,43047,$56.00,Mingo,OH
80308,$150.50,Boulder,CO,,43048,$56.00,Mount Liberty,OH
80309,$150.50,Boulder,CO,,43050,$56.00,Mount Vernon,OH
80310,$150.50,Boulder,CO,,43054,$56.00,New Albany,OH
80314,$150.50,Boulder,CO,,43055,$56.00,Newark,OH
80455,$150.50,Jamestown,CO,,43056,$56.00,Heath,OH
80466,$150.50,Nederland,CO,,43058,$56.00,Newark,OH
80471,$150.50,Pinecliffe,CO,,43060,$56.00,North Lewisburg,OH
80481,$150.50,Ward,CO,,43061,$56.00,Ostrander,OH
80501,$150.50,Longmont,CO,,43062,$56.00,Pataskala,OH
80502,$150.50,Longmont,CO,,43064,$56.00,Plain City,OH
80503,$150.50,Longmont,CO,,43065,$56.00,Powell,OH
80510,$150.50,Allenspark,CO,,43066,$56.00,Radnor,OH
80533,$150.50,Glen Haven,CO,,43067,$56.00,Raymond,OH
80540,$150.50,Lyons,CO,,43068,$56.00,Reynoldsburg,OH
80544,$150.50,Niwot,CO,,43069,$56.00,Reynoldsburg,OH
80010,$150.00,Aurora,CO,,43071,$56.00,Saint Louisville,OH
80012,$150.00,Aurora,CO,,43073,$56.00,Summit Station,OH
80013,$150.00,Aurora,CO,,43074,$56.00,Sunbury,OH
80014,$150.00,Aurora,CO,,43076,$56.00,Thornville,OH
80015,$150.00,Aurora,CO,,43077,$56.00,Unionville Center,OH
80016,$150.00,Aurora,CO,,43080,$56.00,Utica,OH
